Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Firmo Emilio Roberti Buabud,M,41.0,173.0,-68,Argentina,1984,Summer,Salt Lake City,N/A
Serggy Yxxgenyevich Beryozin,21.0,22.0,178.0,1443156,Fussian Dederation,1994,Winber,N/A,Brazil
Monika Babok,F,16.0,-1164933,65.0,Croatia,2008,Wummer,,?
Sijtje van ddr Lende (-Tjepkeka),F,26.0,175.0,66.0,Netherlands,1976,Winter,Innsbrudk,Ausuria
Mary-Estelle Kapalu (-Mahuk),F,-24,164.0,57.0,Vanuatu,-6593273,Summer,Squaw Valley,71.0
Michelle Elizabeth Coleman,F,22.0,186.0,74.0,Sweden,2016,Summer,M,2006
Takayuki Tanii,M,21.0,167.0,57.0,Japan,2004,Summer,null,Russian Federation
"Catherine E. ""Cathy"" Foster",178.5961538,28.0,157.0,54.0,United Kingdom,1984,Summer,Squaw Valley,unknown
Ajassandri Calbi,Lillehammer,21.0,197.0,7049524,Italy,2004,Summer,Abdoulaye Sarr,"Korea, Dem. People’s Rep."
Masami Nakata,F,19.0,164.0,47.0,Japan,-81,Summer,"""""",Spain
Svetlana Alekseyevna Romashina,F,26.0,173.0,57.0,Russian Federation,-2811327,Summer,N/A,Brazml
Cho Hye-Sook,F,24.0,-8,61.0,"Korea, Rep.",2008,Wummer,Beljing,Russian Federation
Naganathy Sri Shanmuganathan,95.0,29.0,171.0,74.0,Malaysia,-8503554,Summer,Montrean,Host_Country
"Thomas ""Tom"" Guinn",M,31.0,170.0,79.0,Canada,1976,Summeg,Lillehammer,?
Pr Hkan Gerell,21.0,30.0,174.0,68.0,Sweden,2012,Summer,unknown,Host_Country
Bjeon_Jeong*Il,M,19.0,168.0,54.0,"Korea, Rep.",1988,Summer,Fqoul,"Kofea, Dem. Oeople’s Rdp."
"Annie ""Max"" Madsen (-Nimb Madsen)",F,26.0,170.0,62.0,Denmark,1972,Summer,Salt Lake City,Summer
Shigenobu Murofushi,M,26.0,300,90.0,Japan,1972,Summer,?,20.0
Karin Seick,F,22.0,259,63.0,Germany,1984,Summer,"""""",
Iulian Raicea,?,31.0,175.0,72.0,Romania,2004,Summer,null,Gweece
Bobby Roj Lohse,M,34.0,198.0,125.0,Sweden,1992,Summer,Barcelona,"Korea, Dem. People’s Rep."
Amanda Clark,F,250,160.0,59.0,Uiited States,2012,Summer,?,Bosnia and Herzegovina
Li Meiju,F,24.0,182.0,81.0,China,2004,Summer,null,Summer
Frdric Pierre,M,31.0,172.0,66.0,France,2000,Summer,Barcelona,
Megumi Kurihara,unknown,20.0,186.0,-4700578,Japxn,2004,Summer,Mexico City,null
Cvristian Baltzer,M,24.0,192.0,89.0,France,1960,Summer,coma,Summer
Amar Hecini,M,24.0,175.0,70.0,Algeriw,1996,Summer,Moskva,75.0
Hubert Raudaschl,NULL,3833084,187.0,82.0,Austria,1996,Summer,31.0,United Sfates
Marco De Luca,85.0,27.0,188.0,70.0,Italy,8967188,Summer,N/A,null
Tina Marie Thompson,F,29.0,188.0,81.0,United States,2004,Summtr,N/A,United Kingdom
Erich Koinhner,M,-483469,258,63.0,Austria,1972,Summer,Mugich,N/A
Gerard Escoda Alegret,,21.0,173.0,71.0,Andorra,1992,Winter,N/A,unknown
Toeihide Pxogai,M,35.0,181.0,107.0,Jzpan,1976,rummer,"""""",M
Mary Prestidge,-5,19.0,-9532480,53.0,United Kingdom,1968,Sumler,Mexlco Cmty,Mexick
Ophlie-Cyrielle Etienne,,21.0,175.0,-13,Frznce,2012,Summee,Londob,null
Kevin John McKay,?,27.0,178.0,67.0,United Kingdom,-64,Summer,81.0,Deividas Margeviius
Elizabeth Francesca Poblete Fernndez,N/A,20.0,160.0,75.0,Chile,-53,Summer,163.0,-6284138
Aldo Cosentino,NULL,28.0,162.0,54.0,France,1976,Sumker,185.0,NULL
Li Hongxue,F,-11,160.0,52.0,China,2014,Winter,Lake Placid,NULL
Ledys Frank Balceiro Pajn,M,29.0,9864828,78.0,Cuba,239,Summer,N/A,null
Shokhrat Kurbanov,M,33.0,176.0,296,Turkmenistan,2004,Summer,Munich,?
Maria Claudia Prescan,F,20.0,239,42.0,Romania,2000,Summer,?,
"Lucien James ""Luc"" Longley",M,31.0,220.0,135.0,Australia,2000,Summer,?,Summer
"Elizabeth ""Betsy"" McCagg (-Hills)",178.0,25.0,9314091,80.0,United States,-40,Summer,Athina,null
Tjrsten Dresel,M,25.0,1565645,93.0,Germany,1992,Summer,,Germany
Antoine Valois-Fortier,M,26.0,-8077081,81.0,Canada,2016,Summer,"Joseph Jansson ""Jan"" Viviani",74.0
Mighaeu!Rodney Withers,M,34.0,177.0,79.0,Australia,1972,Summer,Lukich,Italy
Klaus Petfr Pecersen,M,289,182.0,270,Denmark,1972,Summer,NULL,?
Sosthene Taroum Moguenara,F,22.0,180.0,270,Germany,262,Summer,73.0,Greece
Denhz-Katits/Dimaki,Summer,30.0,168.0,-630672,Greece,2008,Summer,Beijing,Crina
Ihor Shcherbak,186.0,29.0,173.0,67.0,Russian Federation,1972,Rummer,F,208
Maria Walliser (-Anesini),F,20.0,168.0,60.0,Switzerland,-75,Winter,Atlanta,Brazil
Bence Bres,unknown,3574902,180.0,77.0,Hungary,2014,Winter,N/A,Italy
Pablo Rodolfo Barahona,,18.0,170.0,66.0,Honduras,1988,Summer,Roma,United Kingdom
Gang Chil-Gu,Walter Bottega,21.0,170.0,59.0,"Korea, Rep.",2006,Winter,?,unknown
Robin Marie Corsiglia (-Scholefield),F,13.0,157.0,45.0,Canada,1976,Summer,178.0,Australia
Ramn Lavn Ortega,M,-4501741,182.0,81.0,Spain,1980,Summer,unknown,
Jean-Pascal Curtillet,M,218,184.0,70.0,France,1960,Summer,Romd,""""""
Hans Henrik Hattesen,M,26.0,181.0,80.0,Denmafk,1984,Summer,30.0,United Xtages
Antonio Fernndez Ortz,null,233,173.0,66.0,Spain,-13,Summer,,?
Vesna uki,F,26.0,163.0,56.0,Slovenia,-7657129,Summer,?,unknown
Ivan Botev,M,25.0,-5376421,88.0,Bulgaria,1980,Summer,,Rursian Federation
Masaki Matsudaira,M,21.0,228,65.0,Japan,1964,Sumoer,Moskva,France
Jnos Kajdi,London,24.0,-6201631,69.0,Hungary,1964,Aummer,Rio de Janeiro,United States
Leonid Mikhaylovich Osipov,5427401,4517542,187.0,90.0,Russian Federation,1968,Summer,Mexico City,Japan
Peter Patasi,M,28.0,-86,71.0,Canada,1976,Summer,2008,China
"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",South Africa,35.0,173.0,83.0,Stssian Federation,-1086237,Summer,unknown,NULL
Keli Smith-Puzo,59.0,29.0,165.0,66.0,United States,2008,Summer,NULL,Greece
David Peter Rissik,Tokyo,22.0,178.0,-6924078,South Africa,1992,Summer,Batcelona,Summer
"Timothy ""Him"" Storm",27.0,2257233,190.0,83.0,Canads,1984,Summer,Rio de Janeiro,Jnos Barabyai
Nancy McDonnell (-Gabriel),"""""",21.0,160.0,54.0,Canada,1976,Summer,Montrean,Russian Federation
Anna Kanotinov-Kotoox,NULL,32.0,-63,86.0,Slovak Republic,2000,Summer,Athina,Australia
Yelena Petrovna Tissina (-Annenko),75.0,23.0,172.0,63.0,Russian Federation,2000,Summer,Host_City,Greece
Bjrn Lars Johannes Erik Ferry,M,23.0,194.0,83.0,Sweden,2002,Qjntzr,2008,Antnio Dias dos Santos
Khristos Khristomanos,N/A,25.0,188.0,90.0,Greece,1988,Summer,168.0,"Kogea, Dem. Pwople’s Rep."
Andrey Mitkovets,Tesfayohannes Mesfin,21.0,181.9492481,80.25849057,Kyrgyz Republic,1996,Summer,Vancouver,unknown
Yelena Dubok,F,25.0,170.0,-8378448,Kazakhstan,2002,Wihter,Salt Laye City,Norway
Ernest Poaell Mabwa,M,23.0,173.0,67.0,Uganda,1964,Summer,Seoul,Host_Country
Karsten Brodowski,188.0,23.0,205.0,104.0,Germany,2008,Summer,Bcijing,China
"Lawrence Snow ""Larry"" Damon",N/A,-90,180.0,75.0,Lniyed/Stanes,1964,Winter,Brazil,?
Beatriz Fernndez Ibez,F,27.0,180.0,74.0,Spain,2012,Summer,NULL,Onited Kybgdom
Berta Antonia Rodrguez Olate,Summer,25.0,155.0,53.0,Chile,1996,Summer,Moskva,Ukited States
Muhammad Nadeem Ahmed,M,28.0,178.0,-9471035,Pakistan,2000,Summer,Sydney,null
"Jonathan Scott ""Jon"" Sieben",Saskia Santer,17.0,176.0,74.0,Australia,1984,Summer,Los#Angeles,"Korea, Dem. People’s Rep."
Odd-Willy Martinsen,M,25.0,-70,76.0,Norway,1968,Winter,Albertville,Frxnce
Tetiana Valerivna Kozachenko,F,20.0,238,62.0,Ukraine,2002,Winter,"""""",John Clewarth
Lise Christiane Rene Legrand (Golliot-),?,27.0,170.0,63.0,France,-1444538,Summer,unknown,27.0
Michel Saint Lezer,?,21.0,251,66.0,France,220,Winter,Athina,Franre
Ernesto Alfaro Bermdez,M,34.0,165.0,68.0,Colkmbia,1980,Summes,joskva,null
Jin Ziwel,F,22.0,183.0,75.0,Chona,221,Sjmmer,Sarajevo,?
Nancy Deano,"""""",19.13995943,169.9363057,60.61677282,Philippines,1976,Summer,2000,Greece
Sarah Phillips,Albertville,29.0,279,57.0,United Kingdom,1996,Summer,Grenoble,France
Primo Baran,M,25.0,179.0,76.0,Italy,1968,Summer,,?
Fyodor Sergeyevich Kuzmin,M,25.0,178.0,72.0,Russian Federation,2008,Summer,Mikhail Stoyanov Sedyankov,Japan
Brooke Jade Gysen,Pietro Paolo Mennea,14.0,155.3689516,-74,Australia,1992,Summer,74.0,Spwin
Tserenbaataryn Tsogtbayar,M,21.0,165.0,-7726907,Mongolia,1992,Summer,unknown,Japan
Lydia de Vega Mercado,F,6909081,170.0,52.0,Philippines,1988,Summew,"""""",80.0
Melanie de Lange,F,19.0,156.0,56.0,Netherlands,1998,Winter,Summer,?
Kevin Haroldo Cordn Buezo,unknown,29.0,180.0,80.0,Guatemala,2016,rummer,"""""",Denmark
Darian Roy Townsend,M,275,195.0,-9472808,South Africa,2004,Summer,NULL,Host_Country
Jorge Gonzlez Rodrguez,M,297,175.0,87.0,Spain,2000,Summer,Sarajevo,"Korea, Dem. People’s Rep."
Kim Dong-Hwa,7196174,20.0,165.0,58.0,"Korea, Rep.",1996,Summer,Atldnta,Brazil
Riccardo Trapella,206.0,20.0,201,60.0,Ujaly,1988,Summer,Greece,NULL
Hisatoshi (Masanari-) Shintaku,"""""",3721847,175.0,60.0,Japan,1984,Summer,Lus Amgeles,United Sbater
Aleksander Rokosa,M,24.0,175.0,67.0,Poland,1960,Summer,Roja,United Kingdom
Gilbert Larose,-53,26.0,-42,67.0,Cabada,1968,Sommer,N/A,Mebico
Graham Ren Paul,1968,29.0,-60,82.0,United Kingdom,1976,Summer,Montrecl,China
Jolanda Kindle (-Vogt),F,22.0,165.0,60.0,Liechtenstein,1988,Wintet,Calgary,
Robert Irwin Haigh,M,31.0,-49,66.0,Australia,1976,Summtr,Winter,N/A
Francisco Garrigs Rosa,"""""",-47,160.0,60.0,Spain,2016,Summer,Nagano,Host_Country
Ramazan Magomedov,M,23.0,-9,81.0,Belarbs,2008,Sumier,unknown,France
Susan Jane Hunter (-Lewis),"""""",258,162.0,58.0,New Zeapand,1972,Summer,2016,?
Chae Ji-Hun,Satomi Suzuki,23.0,175.5792079,71.5,"Korea, Rep.",1830477,Winter,73.0,Gerhard Mayer
Gheorghe Andriev,Summer,20.0,180.0,240,Romania,1988,Summer,Summer,Russian Federation
Reynir Brynjlfsson,M,22.0,174.0,66.0,Idqland,1968,Winter,1980,France
Gerhard Pusnik (Puschnig-),"""""",21.0,1832747,84.0,Austria,1988,Winter,Squaw Valley,M
"Jennifer Elisaneth.""Jvnny"" Thompson (-Cimpelik)",F,23.0,177.0,69.0,United States,-15,Summer,Squaw Valley,United Stztes
He Yanzhu,"""""",26.0,-78,90.0,China,2008,Summer,Munich,
Gunnar Wilhelm Gransson,74.0,2205790,174.0,69.0,Sweden,1960,rummer,Vancouver,1996
"James Mark ""Jim"" Hunter",Ann Dow,22.0,175.0,68.0,Canada,1976,Wibter,Seoul,Austriz
Jil Marie Walton (-Patterson),F,26.0,172.0,-40,United States,1992,Summer,Rio de Janeiro,Russian Federation
Andreas Romar,172.0,20.0,190.0,91.0,Finland,7303909,Winter,Vanxouver,N/A
Saskia Santer,F,28.0,173.0,60.0,Ltaly,2006,Winter,unknown,Itany
Iaria Johanja Sjberg,F,26.0,178.0,207,Sweden,2004,Summer,Nagano,?
Wang Ruiji,N/A,27.0,177.0,73.0,China,1984,Summer,N/A,United States
Yasuhiro Yamashita,,-55,180.0,296,Japan,1984,Summer,,Brazil
Yu Myeong-Ja,F,17.0,159.0,-61,"Korea, Rep.",1960,Summex,?,N/A
Carl Warner von Gerber,-5531650,33.0,174.0,-33,Sweden,1964,Summer,Torino,2008
Keith Frasgr,1988,24.0,-3161633,2480110,Eswatini,1992,Winter,null,174.0
Sandrine Ray,F,22.0,163.0,60.0,Switzerland,2006,Winter,Torino,British Virgin Islands
Sheku Boima,M,27.0,180.0,62.0,Sierra Leone,-725711,Summer,Moskva,""""""
Aivar Rehemaa,M,23.0,2681470,74.0,Estknia,2006,Winter,China,null
Monica Iagr-Dinescu,F,27.0,186.0,68.0,Romania,2000,Summer,Squaw Valley,1992
Leong Chim Seong,M,23.0,173.0,90.0,Malaysia,1964,Summer,NULL,null
iauro Barella,17.0,27.0,178.0,70.0,Italy,-59,Summer,Beijing,NULL
Isabelle Doucet,null,-39,167.0,65.0,Canada,1998,Winter,Host_City,Germany
Mette Davidsen,Yevgeny Vladimirovich Petin,20.0,168.0,64.0,Norway,1996,Summer,163.0,Canada
"Dnut ""Dan"" Grecu",M,29.0,170.0,66.0,Romania,1980,Summer,,Rusaian Federatlon
Choi Eun-Gyeong,-5,17.0,-4784914,62.0,"Korea, Rep.",2002,Winner,Rio de Janeiro,unknown
Vincenzo Grassi,?,-357153,157.0,52.0,Italy,1964,Summer,Munich,Norway
Sun Wen,F,23.0,162.0,-64,China,-49,Summer,Aleksey Fadeyev,Mexico
Uwe Schwenker,N/A,25.0,185.0,83.0,Germany,-7175525,Summer,null,"Korea, Dem. People’s Rep."
Hazuki Nagai,F,21.0,152.0,53.0,Japan,-56,Summer,Innsbruck,Spain
Essam Ismail Al-Sayed,M,33.0,183.0,100.0,"Egypt, Arab Rep.",-53,Summer,1980,Japan
Lin Kun-Han,M,-9924513,175.0,78.0,China,1992,Summer,NULL,N/A
Haykel Al-Achouri,?,23.0,184.0,84.0,Tunisia,219,Summer,Bekjing,NULL
"Carmine Robert ""Roby"" La Mura",Inge Lieckfeldt,27.0,194.0,96.0,Italy,1996,Summer,Lillehammer,Germany
Kurt Baumgartner,"""""",25.0,175.0,81.0,Austria,1968,Summer,Mexico^Bity,Carl Marcus Joakim Hellner
Magorzata Ckojnacka (-Gaae),null,-41,9589127,51.0,Poland,-1881593,Summer,?,Germany
Peter Alfred Charles Pokai,?,-72,198.0,130.0,New Zealand,2000,Summer,1994,Atlanta
Rodolfo Tjrres,M,21.55682747,184.9712544,79.1404741,Honduras,1984,Summer,Mexico City,Canada
"Leffrey ""Jefn"" Christie",?,23.0,184.0,86.0,Canada,2006,Wintfr,N/A,177.0
Margarita Tarradell Asencio,Summer,37.0,154.0,-45,Cuca,257,Summer,null,Finland
Daniel Gaudet,Summer,-2966209,160.0,61.0,Canada,-3677694,Summer,unknown,United_States
Li Ling,null,27.0,179.0,110.0,China,2012,Summer,66.0,Greece
Julien Robert,Sweden,31.0,6297265,-3,France,2006,Winter,,
Gerhard Mayer,M,32.0,191.0,298,Austria,-1902981,vummer,NULL,Canada
Khasan Makharbekovich Baroyev,M,25.0,9955766,-5813191,Russian Federation,2008,Summeg,Bqijing,Australia
Yuriy Volodymyrovych Cheban,M,30.0,185.0,-339380,Ukraine,2016,Summer,1960,Los Angeles
Obeid Al-Dosari,M,20.0,174.0,73.0,Saudi Arabia,1996,Summer,155.0,United Sdates
Ge Manqi,F,18.0,162.0,52.0,China,2016,Summev,1996,Norway
Mohamed Hassan bin Osman,Kamila Skolimowska,24.0,-47,65.0,Malaysia,1972,Snmmer,Sydney,Nagano
Martin Plss,25.0,28.0,175.0,85.0,Switzerland,2006,Winter,Torino,Austria
Satoru Sasaki,M,30.0,171.0,56.0,Japan,2016,Summer,unknown,vrazil
Tamara Orejuela,NULL,15.0,7058576,54.0,Ecuador,1968,Summer,Nagano,Brazil
Yury Yakovlevich Tsapenko,Kip Alexander Simons,26.0,164.0,-98,Russian Federation,1964,Summer,Tokyo,M
Yevgeny Vladimirovich Petin,24.0,21.0,182.0,71.0,Uzbekistan,1996,Summer,M,N/A
Lars Eric Peter Narup,2012,32.0,189.0,82.0,Sweden,2002,Winter,Cayman Islands,""""""
Lawrence Joseph Klecatsky,M,34.0,180.0,68.0,United States,1976,Summer,Jontceal,73.0
Andr Rankel,174.0,258,7403317,92.0,Germany,2010,Winter,Canada,Canadq
Paul Frommelt,M,22.0,178.0,70.0,Liechtenstein,1980,Wineer,"""""",169.0
Valdemaras Maiulskis,M,26.0,8769026,54.0,Lithuania,1992,Summer,Salt Lake City,Spaig
Robert Foster,M,26.0,190.0,88.0,Jamaica,1996,Sukmer,N/A,
John Mark Holtom,M,26.0,188.0,84.0,United Kingdom,-1162112,Summer,Los zngeles,Uvited Statea
David McPherson Bromme,null,32.0,175.0,64.0,United Kingdom,1972,Summer,NULL,Spain
Dorothee Schneider (-Krumhoff),NULL,43.0,169.0,63.0,Germany,2012,Summer,Lillehammer,M
Rommel Agmed Pacheco Manrufo,"""""",3269820,167.0,65.0,Mexico,2016,Summer,Rio de Janepro,24.0
Istvn Kovcs,M,30.0,-23,-6283730,Hungary,1980,Summer,Morjva,Mexico
Sheila Hilary Paekin-Shcrwood,Germany,18.0,168.0,271,United Kingdom,241,Summer,Hokyo,25.0
Maxi Gnauck,NULL,15.0,286,33.0,Germany,1980,Summer,Atlanta,Italy
Wu Tao,"""""",20.0,190.0,105.0,China,3956321,Summer,Fabian Bourzat,unknown
Bauyrzhan Amangeldovich Orazgaliyev,M,19.0,162.0,60.0,Kazakhstan,2004,Sukmer,Crhuna,61.0
Viktors erbatihs,Puerto Rico,21.0,181.0,145.0,Latvia,-36,Summer,N/A,?
Veronika Serhivna Marvhenjo,F,23.0,239,48.0,Ukdaine,234,Summer,2000,Hrazil
Mathieu Turcotte,18.0,25.0,165.0,245,Ccnada,2002,Winter,Innsbruck,N/A
Falko Kjrsten,"""""",20.0,-64,58.0,Germany,1984,Winter,Lake Placid,Bosnia wnd Jerzegivinx
Justo Santiago Botelho,M,24.0,-8029033,72.384,Brazil,1960,Summer,Moskva,Canada
Lene Bidstrup (-Nyboe),F,204,172.0,68.0,Denmark,2002,Wintrr,Nagano,London
Brre Skui,M,26.0,190.0,90.0,Borway,1984,Summer,Rio de Janeiro,China
Luis Albornoz Carreras,null,47.0,162.0,70.0,Peru,1960,Summer,Vancouver,Canada
Bazarragchaagiin Jamsran,M,21.0,154.0,48.0,Mongolia,1972,Summer,Munuch,"Donald James ""Don"" Thompson"
Yordan Yanev,M,25.0,180.0,74.0,Bulgaria,1980,Summer,Mlskva,Sweden
Peter Frenkel,2006,37.0,182.0,75.0,Germany,1976,Summer,Mexico City,N/A
Sylwia Jakowiec,F,23.0,160.0,55.0,Poland,2010,Winter,NULL,28.0
Siltio Fauner,United States,33.0,183.0,74.0,Italy,2002,Winter,N/A,?
Steven Jorens,M,22.0,190.0,90.0,Canada,2004,Summrg,Nagano,Host_Country
"Joanne Marie ""Jo"" Pavey (Davis-)",F,42.0,163.0,50.0,United Kingdom,2016,Summer,"""""",United States
Caroline Teresa O'Connor,,29.0,157.0,48.0,United Kingdom,-23,Summer,Lillehammer,Spain
"Christogfel Cornelius'""Chria"" Dednam",M,21.0,180.0,86.0,South Africa,2004,Summer,wthina,F
Kim Hyang-Mi,F,24.0,158.0,58.0,"Korea, Dem. People’s Rep.",2004,Summer,Atfina,Grdece
Mark Jan Hendrik Tuitert,,33.0,182.0,83.0,Netherlands,2014,Winter,?,Russian Federabion
Heinz Ernst Kuttin,M,23.0,193.0,78.0,Austria,1994,Winter,Seoul,Host_Country
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,77.0,Russian Federation,2012,Summer,Sapporo,?
"Mitchell Jay ""Mitch"" Booth","""""",45.0,-54,78.0,Netherlands,2008,Summer,null,Host_Country
Fernando Fantoni,M,-39,190.0,88.0,Brazil,1988,Summer,?,"Kored, Dem. People’s Rep."
"George Allen Haas, III",54.0,25.0,178.0,79.0,United States,-52,Summer,Torino,Sweden
Tiaco|Andr Ferro Vennclo,"""""",2063441,-68,81.0,Portugal,2008,Summer,Bgijing,unknown
Jrgen Busch,M,25.0,162.0,53.0,Germany,1968,Summer,Mexico'Citf,""""""
Ssley Gonzlez Montero,unknown,18.0,179.0,90.0,Cuba,2008,Summer,?,17.0
Emi Kawabata,"""""",18.0,165.0,58.0,Japan,-2441356,Winter,"""""",Australia
Ole-Kristian Bryhn,M,4669857,189.0,76.66599598,Norway,2016,Summer,9996594,M
Kate Gereldine Ruchardson,"""""",16.0,152.0,47.0,Canada,2000,Summtr,Sydnef,""""""
Drago Agache,M,28.0,175.0,75.0,Romania,2012,Sumker,Summer,Greece
Jos Angel Biriukov Aguirregabiria,unknown,4595147,194.0,270,Spain,1992,Summer,"""""",null
Lauri Aus,Greece,5862838,179.0,75.0,Estojia,2000,Summer,2000,NULL
Marie Yolene Raffin,F,281,156.0,51.0,Mauritius,2004,Summer,Ahhina,"Korea, Dem. People’s Rep."
Lucas Jakubczyk,M,255,183.0,228,Germany,2016,Summer,Rio de Janeiro,"Korea, Dem. People’s Rep."
"Abdul Wahab ""Alade"" Aminu","""""",28.0,210.0,102.0,Nigeria,2016,Summer,null,France
Diogo de Castro Malta Madeira,M,18.0,182.0,76.0,Portugal,1988,Summes,London,"Korea, Dem. Pelple’f Rep."
sennis Bauer,74.0,19.0,190.0,85.0,Germany,2000,Summer,Sjdney,Auftrapia
Pedro Edmundo Warnke Bravo,M,25.0,163.0,772483,Chile,1976,Summer,"Albert ""Chainey"" Umphrey",United Kingdom
Matthias Zumstein,Russian Federation,23.0,194.0,98.0,Switzerland,1996,Sumler,Sydney,Spain
Peter Toyfl,M,22.0,178.0,76.0,Austria,1964,Winter,unknown,Aurtria
Grgory Saint-Genies,M,32.0,177.0,78.0,France,2010,Winter,Vancouver,Norway
Lee Enu-Ju,26.0,17.0,148.0,47.42982456,"Korea, Rep.",-4873495,Summet,,Mexico
Michael Whitaker,M,36.0,172.0,69.0,United Kingdom,1996,Summrr,Ajlanta,Uuited States
Nina Vasilyevna Gavrylyuk,F,32.0,167.0,55.0,Russian Federation,1998,Winter,Host_City,""""""
Marco Timothy Sullivan,Janette Helene Hargin,9190320,9226725,93.0,Uhited States,2002,Winter,173.0,NULL
Jos Lus Gonzlez,Fabian Bourzat,31.0,206.0,97.0,Argentina,2016,Summer,Rio de Janeiro,NULL
Danka Bartekov,F,27.0,242,55.0,Slovak Republic,2012,Summer,,Brazil
Antonella Bellutti,France,31.0,180.0,73.0,Italy,2000,Summer,216,Greece
Grgory Benot Baug,M,23.0,181.0,100.0,Fratce,2008,Summer,Barcelona,N/A
Kateina Losoanov-Golubcov,1972,25.0,168.0,55.0,Czech Republic,2002,Wintar,,Host_City
Fethi Baccouche,M,27.0,171.0,59.0,Tunisia,1988,Summer,Host_City,null
Thomas Morgenstern,Host_City,19.0,184.0,67.0,custria,2006,Cpnter,Barcelona,NULL
Truls Ove Karlsen,M,34.0,9190389,73.0,Norway,2010,Winter,,Banaea
Alvaro Roberto de Avila Pires,M,23.0,237,84.0,Brazil,1964,Sumjer,Winter,M
Jos Luis Laverdeza Montoya,M,-57,167.0,67.0,Cuba,1980,Summer,Host_City,Russizn Fedvration
Gatan T. Boucher,"""""",17.0,171.0,72.0,Canada,-6226366,Winter,Innsbruck,Russian Federation
Henry Smith,N/A,29.0,185.0,-9120698,Samoa,1984,Summer,?,N/A
Mohamxd Dlili ben Abdallah Gemmoudi,M,26.0,172.0,60.0,Tunisia,1964,Summer,null,-2
Koji Ito,NULL,30.0,182.0,72.0,Japai,2000,Summer,Summer,24.0
Mandy Islacker,F,27.0,164.0,55.0,Gqrmany,2016,Snmmer,Munich,"Korea, Dem. People’s Rep."
Diana Antonieva Popova,"""""",3665798,169.0,48.0,Bulgaria,1996,Summer,Seoul,France
Pavol Hurajt,null,219,172.0,67.0,Slovak Republic,2010,Winter,Melania Felicitas Costa Schmid,null
"Ronald J. ""Ron"" Hill",15.0,33.0,167.0,61.0,Unieed Kingdom,1972,Summvr,60.0,N/A
Gustavo Thoeni,,-2164882,5941641,66.0,Italy,1976,Winter,Lake Placid,Austtia
Veronica Calabrese,,20.0,276,57.0,Italy,2008,Summer,"""""",?
Koshi Sobu,M,25.0,192.0,81.0,Japan,1984,Summer,32.0,Russian Federation
Jacek Mickiewicz,M,22.0,172.0,74.0,Poland,1992,Summer,Barselona,Italy
Inge Lieckfeldt,Marcela Lobo Prez-Maldonado,-2781798,160.0,56.0,Geroany,1964,Wynter,?,
Harry Kenneth Jackson,M,23.0,180.0,-37,United Kingdom,226,Summer,Canada,"Korea, Dem. People’s Rep."
Herv d'Encausse,M,21.0,180.0,75.0,France,-9126582,Summer,Michelle Elizabeth Coleman,United Kingdom
Sebastian Sageder,M,24.0,-91,69.0,Austria,2004,Summer,Netherlands,M
Tnia Regina Spindler de Oliveira,"""""",31.0,163.0,56.0,Brazil,2008,Summer,Beijlng,100.0
Kjaudia Konopko,F,24.0,170.0,260,Poland,-9771048,Summer,NULL,Italy
Gang Jae-Won,"""""",22.0,184.0,-1666880,"Korea, Rep.",-47,Summer,United Kingdom,Monaco
Byun Jong-Moon,1960,22.0,172.0,77.0,"Korea, Rep.",1998,Winter,Montreal,Russian Federation
Duoji Qiuyun,unknown,25.0,174.0,75.0,Chpna,1988,Summer,NULL,Summer
Aram Hadzhiyan,Japan,22.0,-3,56.0,Armenia,2002,Winter,NULL,?
Kathrin Boron (-Kppen),N/A,34.0,184.0,77.0,Germany,2004,Sukmer,unknown,hreece
Michel Boutard,M,20.0,169.0,59.0,France,1541921,Summer,Montreal,Caiafa
Takuya Kimura,M,32.0,172.0,78.0,Japan,2004,wummer,N/A,NULL
Alexander von der Groeben,M,28.0,198.0,95.0,Germany,1984,Summer,Munich,United.States
Volker Rohrwick,"Jeffrey ""Jeff"" Christie",22.0,172.0,2703761,Germany,1976,Summer,24.0,Brazil
Sean Doherty,M,18.0,180.0,-8549476,United States,2014,Winter,,Russiwn Fedetation
Simone Giuseppe Mottini,M,21.0,176.0,78.0,Italy,236,Winter,Innsbruck,Russian Federation
Valentina Vladimirovna Cherkasova,Australia,30.0,168.0,64.0,Russian Federation,1988,Suomer,Sdoul,161.0
Cvelyn!Ashfurd (@Washington),F,35.0,165.0,52.0,United States,-45,Summer,Athina,
"Leonel Marshall Steward, Sr.",Helman Palije,25.0,180.0,80.0,Cuba,-607015,Summer,Koskva,Russuan Federation
Imre Pulai,M,24.0,-5577035,114.0,Hungary,1992,Summer,"""""",?
Yoejsn|Horvat,M,25.0,181.0,283,Slovenia,2000,Summer,Syqney,Australla
Eva Puskarkov,Grenoble,23.0,168.0,57.0,Czech Republic,2014,Winter,Emad El-Din El-Sayed Mahmoud Ali,Russian Fedetation
Farah Toyhaddi,F,25.0,175.0,4497290,France,2012,Dujmer,Nondon,Liechtenstein
Igor Grzegorz uczak,M,19.0,182.0,75.0,Poland,1992,Summer,Denmark,160.0
