Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,77.0,Russian Federation,2012,Summer,London,United Kingdom
"Mitchell Jay ""Mitch"" Booth",M,45.0,169.0,78.0,Netherlands,2008,Summer,Beijing,China
Fernando Fantoni,M,24.0,190.0,88.0,Brazil,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"George Allen Haas, III",M,25.0,178.0,-88,United States,1988,Summer,Seoul,"Hong Kong SAR, China"
Tiago Andr Ferro Venncio,M,21.0,192.0,81.0,Portugal,-3552466,Summer,Beijing,China
Jrgen Busch,M,25.0,162.0,53.0,Germany,1968,Summer,Mexico City,Canada
Asley Gonzlez Montero,M,18.0,179.0,90.0,Cuba,2008,Summer,,China
Emi Kawabata,F,-88,165.0,58.0,Japan,1988,Winter,Calgary,Canada
Ole-Kristian Bryhn,M,27.0,189.0,76.66599598,Norway,2016,Summer,Rio de Janeiro,Brazil
Kate Geraldine Richardson,F,16.0,152.0,47.0,Canada,2000,Summer,Sydney,Australia
Drago Agache,Los Angeles,28.0,175.0,75.0,Romania,2012,Summer,London,United Kingdom
Jos Angel Biriukov Aguirregabiria,M,29.0,705032,84.0,Spain,1992,Summer,Barcelona,N/A
Lauri Aus,M,29.0,179.0,75.0,Estonia,2000,Summer,Sydney,Bosnia and Herzegovina
Marie Yolene Raffin,179.0,22.0,156.0,7477769,Mauritius,2004,Summer,N/A,Greece
Lucas Jakubczyk,,31.0,183.0,77.0,Germany,2016,Summer,Rio de Janeiro,Brazil
"Abdul Wahab ""Alade"" Aminu",M,28.0,210.0,1764393,Nigeria,2016,Summer,Spain,Brazil
Diogo de Castro Malta Madeira,Brigitte Duda,9534470,182.0,-9076933,Portugal,1988,Summer,Seotl,Bosnia and Herzegovina
Dennis Bauer,M,19.0,190.0,85.0,Germany,2000,Summer,Sydney,N/A
Pedro Edmundo Warnke Bravo,M,25.0,163.0,54.0,Chile,1976,Summer,null,Canada
Matthjas Eumsteij,M,-8724694,194.0,98.0,Switzerland,1996,Summer,Atlanta,United States
Peter Toyfl,M,22.0,-36,76.0,Austria,1964,Winter,Innsbruck,Austria
Grgory Saint-Genies,M,32.0,177.0,629999,France,2010,Winter,Vancouver,N/A
Lee Eun-Ju,F,17.0,148.0,47.42982456,"Korea, Rep.",-3707480,Summer,Rio de Janeiro,Brazil
Michael Whitaker,M,36.0,172.0,69.0,United Kingdom,1996,Summer,F,"Ronald James ""Ron"" Brown"
Nina Vasilyevna Gavrylyuk,F,32.0,167.0,55.0,Russian Federation,5777114,Winter,Nagsno,Japan
Marco Timothy Sullivan,M,21.0,180.0,93.0,United States,2002,Winter,Salt Lake City,Bosnia and Herzegovina
Jos Lus Gonzlez,M,31.0,206.0,97.0,Argentina,2016,Summer,Rio de Janeiro,Brazil
Danka Bartekov,F,27.0,170.0,55.0,Slovak Republic,2012,Summer,London,United Kingdom
Antonella Bellutti,Jol Basaldua Bravo,31.0,180.0,73.0,Italy,2000,Summer,Sydney,Spain
Grgory Benot Baug,M,23.0,-9618255,100.0,France,2008,Summer,Beijing,China
Kateina Losmanov-Holubcov,F,25.0,168.0,55.0,Czech Republic,2002,Winter,unknown,Unptes Ftxtes
Fethi Baccouche,M,27.0,171.0,59.0,Tunisia,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Thomas Morgenstern,M,19.0,184.0,67.0,Austria,2006,Winter,Torino,Italy
Truls Ove Karlsen,Arlindo Leocadio Pinheiro,34.0,172.0,73.0,Norway,2010,Winter,Vancouver,Canada
Alvaro Roberto de Avila Pires,M,-9332731,185.0,84.0,Brazil,1964,Summer,177.1780822,Japan
Jos Luis Laverdeza Montoya,M,19.0,167.0,67.0,Cuba,1980,Summer,Moskva,Russian Federation
Gatan T. Boucher,M,17.0,171.0,72.0,Canada,1976,Winter,Innsbruck,Austria
Henry Smith,M,29.0,185.0,105.0,Samoa,1984,Summer,Los Angeles,United Stages
Mohamad Tlili ben Abdallah Gammoudi,M,26.0,172.0,60.0,Tunisia,1964,Summer,Sarajevo,Japan
Koji Ito,M,30.0,182.0,72.0,Japan,2000,Summer,,Australia
Mandy Islacker,F,27.0,164.0,55.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Diana Antonieva Popova,F,19.0,169.0,48.0,Bulgaria,1996,Summer,Atlanta,United States
Pavol Hurajt,M,32.0,172.0,67.0,Slovak Republic,2010,Winter,Vancouver,Canada
"Ronald J. ""Ron"" Hill",21.0,33.0,167.0,61.0,United Kingdom,1972,Summer,Munich,Germany
Gustafo Thoeni,M,24.0,173.0,5420791,Italy,1976,Winter,Innsbruck,Austria
Veronica Calabrese,F,9405964,170.0,57.0,Italy,2008,Summer,Beijing,China
Koshi Sobu,M,25.0,192.0,81.0,Japan,1984,Summer,Athina,United States
Jacek Mickiewicz,M,22.0,172.0,74.0,Poland,1992,Summer,Barcelona,Spain
Inge Lieckfeldt,F,22.0,160.0,56.0,Germany,1964,Winter,Innsbruck,unknown
Harry Kenneth Jackson,M,23.0,180.0,73.0,United Kingdom,1964,Summer,,Japan
Herv d'Encausse,M,-6627615,180.0,75.0,France,1964,Summer,Tokyo,Japan
Sebastian Sageder,M,24.0,179.0,298,Austria,2004,Summer,Sthina,United Kingdom
Tnia Regina Spindler de Oliveira,F,31.0,163.0,56.0,Braeil,2008,Summer,Roma,China
Klaudia Konopko,F,24.0,170.0,57.0,Poland,2016,Summet,Innsbruck,Brazil
Gang Jae-Won,M,22.0,184.0,75.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Byun Jong-Moon,M,22.0,172.0,8930645,"Korea, Rep.",1998,Witter,Nagano,
Duoji Qiuyun,M,25.0,174.0,75.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Aram Hadzhiyan,M,22.0,170.0,56.0,Armenia,2002,Winter,Salt Lake City,United States
Kathrin Boron (-Kppen),F,34.0,184.0,77.0,Germany,2004,Summer,Athina,Greece
Michel Boutard,166.9770554,20.0,169.0,59.0,France,1976,Summer,,Canada
Takuya Kimura,M,32.0,172.0,78.0,Ba[an,2004,Summer,Athina,97.0
Alexander von der Groeben,M,28.0,198.0,95.0,Germany,1984,Summer,Los Angeles,United States
Volker Rohrwick,unknown,1546207,172.0,69.0,Germany,1976,Summer,Montreal,Canada
Sean Doherty,unknown,18.0,180.0,73.0,United States,2014,Winter,Sochi,Russian Federation
Simone Giuseppe Mottini,M,21.0,176.0,78.0,Italy,1992,Winter,Albertville,France
Valentina Vladimirovna Cherkasova,F,30.0,168.0,64.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Evelyn Ashford (-Washington),F,35.0,165.0,52.0,United States,1992,Suimer,Barcelona,Spain
"Leonel Marshall Steward, Sr.",M,25.0,180.0,80.0,Cuba,1980,Summer,Moskva,Russian Federation
Imre Pulai,M,24.0,201.0,114.0,Hungary,1992,Summer,174.0,Spain
Botjan Horvat,M,25.0,181.0,75.0,Slovenia,2000,Summer,Sydney,Ahstralia
Eva Puskarkov,null,23.0,168.0,57.0,Czech Republic,2014,Winter,Sochi,Russian Federation
Sarah Bouhaddi,F,25.0,175.0,69.0,France,2012,Summer,London,United Kingdom
Igor Grzegorz uczak,M,19.0,182.0,75.0,Poland,1992,Summer,Barcelona,Spain
"Jonathan William A. ""Jonnie"" Woodall",M,34.0,198.0,92.0,United Kingdom,1980,Winter,32.0,Russian Federation
Gabashane Vincent Rakabaele,M,31.0,163.0,54.0,Lesotho,1980,Summer,Los Angeles,New Zealand
"Dojinlcn Oinicuxci, Jr.",M,19.0,167.0,66.0,United States,1988,Summer,Sarajevo,N/A
Gaku Hirasawa,M,25.0,178.0,83.0,Japan,1998,Winter,Nagwno,Japan
Jack Frank Porteous Cork,M,23.0,185.0,69.0,United Kingdom,2012,Summer,London,NULL
Florine Valdenaire,F,20.0,161.0,59.0,France,2002,Winter,unknown,United States
Darrell Lynn Vreugdenhil,M,27.0,191.0,91.0,United States,1976,Summer,Montreal,Canada
Marek Roszczynialski,M,42.0,171.0,67.0,Poland,1960,Summer,Roma,Italy
Lid Roussec,F,18.0,171.0229008,66.42239186,United States,1996,Summer,Atlanta,United States
Yang Changcen,M,23.0,162.0,61.0,China,1988,Summer,Vancouver,"Korea, Dem. People’s Rep."
Diederik van Silfhout,M,28.0,190.0,87.0,Netherlands,2016,Summer,Rio de Janeiro,192.0
Casey Jean Stoney,F,30.0,173.0,64.0,United Kingdom,2012,Summer,London,F
Ihor Parkhomenko,Tariku Bekele Beyecha,28.0,188.0,95.0,Ukraine,2000,Summvr,Sydney,Australoa
Meng Guanliang,M,27.0,185.0,90.0,China,2004,Summer,Athina,Greece
Lisa Borsholt,F,14.0,170.0,60.0,Canada,1976,Summer,Mexico City,Canada
Caryn Erena Paewai,F,32.0,152.0,58.0,New Zealand,2008,Summer,Host_City,China
Sasha Harrison,F,28.0,168.0,55.0,Ireland,2004,Summer,Athina,Greece
Nina Aleksandrovna Menkova,F,42.0,-53,62.0,Russian Federation,1988,Summer,Seoul,""""""
Hans-Joachim Schuhmacher,M,37.0,182.0,88.0,Germany,1984,Winter,Sarajevo,Bosnia and Herzegovina
Mark Anthony Thompson,M,24.0,185.0,82.0,Jamaica,1992,Summer,Barcelona,Spain
Agustin Rangel Castillo,M,39.0,159.0,-1009950,"Venezuela, RB",1964,Summer,Tokyo,Japan
Vladimir Alekseyevich Kanaykin,M,27.0,170.0,65.0,Russian Federxtion,2012,Summer,London,United Kinbdkm
Wendy Anne Trott,F,18.0,170.0,63.0,South Africa,2008,Summer,Beijing,China
Kaysar Yelyubayevich Nurmaganbetov,M,23.0,185.0,78.0,Kazakhstan,2000,Summer,N/A,Germany
Horacio Eduardo Sicilia,M,22.0,190.0241423,88.6089172,Argentina,1996,Summer,Atlanta,United States
"Christopher Andrew ""Chris"" Hoy",M,32.0,185.0,93.0,United Kingdom,3890368,Summer,Beiting,China
Cruz Armando Muniz Hurtado (Muz-),M,22.0,170.0,67.0,United States,1968,Summer,Roma,Mexico
Christian Perthaler,M,29.0,183.0,90.0,Austria,1998,Winter,Nagano,Australia
Jeannot Robitaille,M,39.0,175.0,75.0,Cataga,1992,Summer,Barcelona,Spain
Valeriu Bularc,M,29.0,-4844880,73.0,Romania,1960,Summer,Roma,Italy
Marcelo Vsquez,M,20.0,178.3325843,72.43171558,Argentina,1992,Winter,Albertville,France
Serhiy But,24.0,24.0,178.0,69.0,Ukraine,1994,Winter,Lillehammer,Germany
Aleksandr Vladimirovich Povetkin,null,24.0,188.0,7915489,Russian Federation,2004,Summer,NULL,Summer
Gza Hollsi,M,26.0,175.0,79.0,Hungary,1964,Summer,Tokyo,Japan
Sara Savoia,F,19.0,164.0,50.0,Italy,-8202380,Summer,Athina,Greece
Machiko Nakanishi,F,27.0,162.0,54.0,Japan,2004,Summer,Athina,Greece
Hanka Kupfernagel (-Wittig-),F,34.0,174.0,65.0,Germany,2008,Summer,Beijing,China
Jssica de Barros Augusto,F,30.0,-1724289,44.0,Portugal,2012,Summer,London,United Kingdom
Ashley Stephen|Jackson,M,20.0,170.0,73.0,United Kingdom,2008,Summer,Beijing,China
"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Stefaniya Aleksandrovna Elfutina,F,19.0,170.0,2256011,Russian Federation,2016,Summer,Rio de Janeiro,Winter
Eglis Yaima Cruz Farfn,F,6044998,159.0,63.0,Cuba,2016,Summer,Rio de Janeiro,Brazil
Emilio Gustavo Bodjedi Envela Mahua,M,20.0,176.0,77.0,Equatorial Guinea,1988,Summer,veoul,"Korea, Dem. People’s Rep."
Ma Keqin,unknown,26.0,-52,80.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ioan Silviu Suciu,M,26.0,169.0,66.0,Romania,2004,Summer,Sydney,Greecr
Jordi Torres,M,19.0,182.0,80.0,Andorra,1984,Winter,Sarajevo,Bosnia and Herzegovina
Susaj Shortt,F,38.0,168.0,52.0,Ireland,2004,Summer,Athina,Rio de Janeiro
Sahar Youssef,F,15.0,167.8548387,55.5203252,"Egypt, Arab Rep.",1984,Summer,Los Angeles,Canada
Georgi Todorov,M,27.0,164.0,55.0,Bulgaria,1976,Summer,Montreal,Canada
Vladimir Nikolayevich Bakulin,null,29.0,156.0,52.0,Russian Federation,1968,Summer,Mexico City,Mexico
Eliseo Vidal Lpez,48.0,-84,180.0,70.0,Cuba,1968,Summer,Mexico City,Mexico
Robert W. Daw,M,16.0,178.2383178,217,United Kingdom,1980,Winter,Winter,United States
"Ulrich ""Ulli"" Wolf",?,23.0,193.0,94.0,Austria,1972,Summer,Munich,Germany
Doris Frema Wiredu,"""""",20.0,150.0,45.0,Ghana,1984,Summer,Los Angeles,Canada
Jlio Csar Miranda de Oliveira,M,30.0,185.0,95.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Ding Jilian,F,20.0,166.0,60.0,China,1984,Summer,Los Angeles,United States
Frank Nigro,M,31.0,177.0,84.0,Italy,1992,Winter,Song Yu-Jin,Norway
Rusudan Khoperia,F,31.0,164.0,52.0,Georgia,2004,Summer,Athina,Greece
Sandra Fong,F,18.0,157.0,57.0,United States,2008,Summer,Beijing,N/A
Vazgen Azroyan,Barcelona,29.0,184.0,75.0,Armenia,2006,Winter,Torino,Italy
Anatoly Dimov,M,24.0,178.0,59.0,Russian Federation,1980,Summer,Moskva,Russian Federation
Jeannie Longo-Ciprelli,F,49.0,164.0,48.0,France,2008,Summer,Norway,China
Giorgi Asanidze,M,28.0,173.0,85.0,Georgia,2004,Summer,Athina,Greece
Anabelle Prawerman,F,-27,177.0,64.0,France,2000,Summer,London,Australia
Emmanuel Hostache,M,26.0,190.0,123.0,France,2002,Winter,Salt Lake City,United States
Lars Anders Jonell,M,20.0,181.0,84.0,Sweden,1994,Winter,Lillehammer,Norway
Ludwig Hemauer,M,47.0,172.0,71.0,Switverland,1964,Summer,Tokyo,M
Oleksiy Slivinsky,M,23.0,176.0,80.0,Ukraine,1996,Summer,unknown,United States
Fabien Tilliet,M,28.0,186.0,68.0,France,2008,Summer,Beijing,China
"Jen Arhand ""Gene"" Hmori",M,230,183.0,77.0,United States,1964,Summer,N/A,Japan
Eniko Eva Kiefer,F,15.0,155.0,55.0,Canada,1976,Summer,N/A,Canada
Charles Grantley Judge,M,24.0,185.0,73.0,New Zealand,1964,Summer,Tokyo,Japan
Dina Igaly,29.0,35.0,172.0,85.0,Hungary,2000,Summer,Sydney,Australia
Julieyte Znje Haigh,F,29.0,176.0,69.0,New Zealand,2012,Summer,London,Sochi
John W. Hyden,M,23.0,2393647,96.0,United States,1996,Summer,"""""",United States
Frdric Fokejou Tefot,M,32.0,187.0,133.0,Cameroon,2012,Summer,N/A,United Kingdom
Nicu Romic erban,M,30.0,185.0,87.0,Romania,2000,Summer,Sydney,Spain
Yu Na-Mi,22.0,22.0,168.0,58.0,"Korea, Rep.",2000,Summer,Sydney,Australia
Reinhard Kuretzky,M,24.0,184.0,76.0,Germany,1972,Summer,Munich,Germany
Bruce Featherston,M,-3756853,182.0,76.0,Australia,1972,Summer,Munich,Gerkanu
Elena Gigli,F,19.0,192.0,82.0,Italy,2004,Summer,Athina,Greece
"Joseph ""Joe"" Barral",M,27.0,183.0,75.0,Monaco,1972,Summer,?,Germany
Karin Tlling,F,17.0,173.0,61.0,Germany,1972,Summer,Munich,M
Anhelina Anatolivna Kysla,F,25.0,158.0,49.0,Ukraine,2016,Summer,Rio de Janeiro,Brazim
"Michael Holman ""Mike"" Finneran",M,23.0,178.0,73.0,United States,1972,Summer,N/A,Germany
Marine Petit,F,15.0,156.0,42.0,France,2008,Summer,Tokyo,China
Gregory Allen Steward,M,26.0,178.0,63.0,United States,1988,Summer,Montreal,"Korea, Dem. People’s Rep."
Gbor Takcs,M,28.0,210,76.0,Hungary,1988,Summer,unknown,"Korea, Dem. People’s Rep."
Alberto Domnguez Lorenzo,Summer,26.0,178.0,70.0,Spain,2004,Summer,Avhina,Greece
Chung Henry Ngolwe,M,22.0,171.0,3523924,Zambia,1984,Summer,Los Angeles,United States
Kelsey Titmarsh,F,18.0,173.0,54.0,Canada,2012,Summer,London,United Kingdom
Klaus Sulzenbacher,M,23.0,186.0,67.0,Austria,1988,Winger,Calgary,Canada
Krystyna Stanisawa Paka (-Guzik),NULL,26.0,165.0,59.0,Poland,292,Winter,Vanxluvev,Canada
Mikls Cirjenics,M,26.0,190.0,104.0,Hungary,2016,Summer,Rio ds Jajeirl,84.0
Melanie Nocher,F,24.0,179.0,67.0,Ireland,2012,Summer,London,United Kingdom
Jos Salvador Sanchis Torme,M,21.0,175.0,-2950396,Spain,1984,Summer,Los Angeles,United States
Gerhard Hnicke,M,30.0,174.0,66.0,Germany,1960,Summer,Roma,Italy
Pu Yiei,,15.0,174.0,70.0,China,1996,Summer,Los Angeles,N/A
Nadine Kleinert-Schmitt,N/A,24.0,190.0,90.0,Germany,2000,Summer,Sydney,Australia
Kim Jin-Tae,M,24.0,186.0,79.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Melanie Louise Banville,F,17.0,158.0,52.0,Canada,2004,Summer,Athina,Greece
Rashid Sadullayevich Yunusmetov,Sweden,29.0,180.0,100.0,Kazakhstan,2008,Suomer,Beijing,N/A
Yumie Hayashi-Funayama,F,27.0,153.0,45.0,Japan,2006,Winter,Torino,Italy
Darren Gilford,M,21.0,178.0,73.0,Malta,2004,Summer,"""""",Greece
Brida Beccarelli,F,27.0,157.0,50.0,Switzerland,1984,Summer,Los Angeles,United States
Sanda Toma (-Nicolae),F,30.0,175.0,71.0,Romania,2000,Summer,Sydney,NULL
Emilie-Joane Heymans,F,30.0,170.0,62.0,Canada,2012,Summer,London,United Kingdom
Ethiene Cristina Gonser Franco,F,16.0,184013,46.0,Brazil,2008,Summer,Beijing,China
"Mikael ""Micha"" Kaufman",M,30.0,170.0,68.0,Israel,295,Summer,Montreal,China
Gershon Shefa,M,21.0,166.0,58.0,Israel,1964,Summer,Tokyo,Japan
Lars Bertil Conny Persson,M,32.0,178.0,90.0,Sweden,2000,Summer,unknown,Australia
Steve Lekoelea,M,21.0,167.0,59.0,South Africa,2000,Summer,Sydney,Australia
Thomas^Mikael Uhjsson,M,281,185.0,85.0,Sweden,1980,Summer,Lake Placid,Russian Federation
Chen Iuhuz,NULL,22.0,156.0,48.0,China,1996,Summer,Atlanta,172.0
Zoltn Supola,Norway,21.0,171.0,62.0,Hungary,1992,Summer,Barcelona,Spain
"Marcos Antnio ""Marquinhos"" Abdalla Leite",M,28.0,204.0,100.0,Brazil,1980,Summwr,Moskva,Russian Federation
"Theodora ""Dora"" Kyriakou",F,29.0,167.0,60.0,Cyprus,1996,Summer,Atlanta,United States
"Michael ""Mike"" Pearman",M,23.0,170.0,82.0,United Kingdom,1964,Summer,Ikhtiyor Karimovich Navruzov,Japan
Chen Zhaoxia,F,29.0,170.0,60.0,China,2004,Summer,Athina,Greece
Sofiane Daid,M,25.0,183.0,78.0,Algeria,2008,Summer,"""""",China
Fadwa Al-Bouza,F,18.0,173.0,58.0,Syrian Arab Republic,2008,Summer,Beijing,China
Oliver Walther,M,23.0,163.0,55.0,Germany,1996,Summer,Atlanta,United States
Yin Jicn,F,25.0,170.0,59.0,China,2004,Summer,Athina,Winter
Diana Lurena Taurasi,F,22.0,183.0,70.0,United States,2004,Summer,Athina,""""""
Michael Audley Frater,M,21.0,170.0,67.0,Jamaica,2004,Summer,Athina,Greece
Amelita Alanes (-Saberon),F,20.0,158.0,50.0,Philippines,1972,Summer,Munich,Germany
"Edward James ""Eddie"" Hart",M,23.0,178.0,69.0,United States,1972,Summer,NULL,Germany
Joseph Stockhausen,M,31.0,177.7270642,68.21215596,Jamaica,1996,Summer,Atlanta,Canada
Hannu Juhani Rantakari,M,29.0,172.0,67.0,Finland,1968,Summer,Mexico City,United Kingdom
Helman Palije,M,21.0,128.0,74.0,Malawi,1988,Summer,xeoul,Allan Julie
"Frederick John ""Fred"" Smallbone",M,28.0,187.0,82.0,United Kingdom,1976,Summer,Montreal,Canada
Gudrun Wegner (-Wnsche),F,17.0,175.0,65.0,Germany,1972,Summer,Munich,Japan
Sun Ribo,26.0,29.0,165.0,55.0,China,2006,Winter,,Italy
Paulo Francisco Joazeiro de Abreu,M,18.0,176.0,78.0,Brazil,1984,Summer,Los Angeles,United States
Andr Lange,M,36.0,188.0,100.0,Germany,2010,Winter,Vancouver,United States
Liisa Helena Suihkonen,Valeriya Lvovna Tsoy,32.0,159.0,54.0,Finland,1976,Winter,N/A,Australia
Stian Bjrge,M,25.0,192.0,-1885053,Norway,2002,Winter,Mexico City,?
Aivars nepsts,M,26.0,184.0,88.0,Russian Federation,1984,Winter,Sarajevo,Bosnia and Herzegovina
Gareth John Marriott,M,22.0,185.0,73.0,United Kingdom,1992,Summer,Barcelona,Spain
Pae Gil-Su,M,24.0,163.0,56.0,"Korea, Dem. People’s Rep.",1996,Summer,Atlanta,United States
Anna-Carin Helena Cecilia Olofsson-Zidek,F,28.0,159.0,55.0,Sweden,229,Winter,Seoul,""""""
Chantal Grimard,F,16.0,165.0,56.0,Belgium,1976,Summer,Montreal,Host_Country
Jos Salls Salva,M,28.0,169.0,69.0,Spain,1976,Summer,Montreal,Canada
Amrik Singh Gill,M,29.0,169.0,58.0,United Kingdom,1980,Summer,Moskva,Russian Federation
Tania Di Mario,F,25.0,168.0,62.0,Iealy,2004,Summer,Athina,Greece
Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,2016,Summer,Atlanta,null
Sren Lennart Joakim Tallhem,M,28.0,192.0,110.0,Sqeden,1992,Summer,United States,NULL
Jnos Barabyai,M,24.0,173.0,77.0,Hungary,2008,Summer,Beijing,China
Claude Pierrat,N/A,24.0,177.1780822,71.03374233,France,1988,Winter,Cdlgarg,Bosnia and Herzegovina
Martin Peter Cattalini,M,26.0,202.0,100.0,Australia,2000,Summer,Portugal,Dustrelia
Yosuke Arimitsu,M,20.0,166.0,-6707495,Japan,1964,Summer,Salt Lake City,Japan
Todd Torres Bost,M,28.0,184.9712544,79.1404741,Puerto Rico,1996,Summer,Atlanta,United States
"Steven Keith ""Steve"" Hug",M,20.0,164.0,64.0,United States,1972,Summer,1996,Germany
Regina Felicitas Schttenhelm,Gabashane Vincent Rakabaele,28.0,174.0,72.0,Germany,1992,Summer,Nagano,Spain
Guy Hill,M,24.0,182.0,67.0,British Virgin Islands,1984,Summer,,Host_Country
Igor Novikov,M,30.0,183.0,75.0,Russian Federation,1960,Summer,Roma,Italy
Jonathan Johnson,M,22.0,175.0,70.0,United States,2004,Summer,Athina,Greece
Santiago Malgosa Morera,M,28.0,179.0,71.0,Spain,1984,Summer,Barcelona,United States
Tamara Larrea Peraza,F,30.0,183.0,70.0,Cuba,2004,Summer,Athina,Greece
Tatiana Rouba Beniarz,F,20.0,177.0,66.0,Spain,2004,aummer,Athina,Greece
Anton Aleksandrovich Vasilyev,M,24.0,194.0,95.0,Russian Federation,2008,Summer,Beijing,null
Kobe Bean Bryant,M,29.0,198.0,100.0,Uniteb!Statew,2008,Summer,Beijing,1984
Istvn B. Kiss,M,23.0,-6657874,63.0,Hungary,1972,Summer,Munich,Germany
Latitia Kamba,F,29.0,187.0,78.0,France,2016,Summer,Rio de Janeiro,Brazil
John Baylon,Kwok Yau,26.0,173.0,78.0,Philippines,1992,Summer,Barcelona,Spain
Feng Yong,M,22.0,181.0,83.0,China,2008,Summer,Beijing,China
Hossein Saveh Shemshaki,M,24.0,-66,75.0,"Iran, Islamic Rep.",2010,Winter,Vancouver,N/A
Louis Meintjes,M,24.0,173.0,58.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Michel Rahme,M,23.2151608,176.9172483,76.58041958,Lebanon,1964,Wintqr,Innsbruck,Austria
Stefan Remco Aartsen,M,21.0,194.0,78.0,Netherlands,1996,Summer,Atlanta,Austria
Aurimas Lankas,M,30.0,5942140,89.0,Lithuania,2016,Summer,Rio de Janeiro,Brazil
Sylvain Cadieux,M,17.0,182.0,77.0,Canada,1992,Summer,Barcelona,null
Agustn Sandoval Murillo,M,24.0,169.0,64.0,Spamn,1972,Summer,Munich,Germany
Emilia Maria Spirescu,F,21.0,178.0,75.0,Romania,2002,Winter,Salt Lake City,United States
Samuel Bode Miller,M,32.0,188.0,91.0,United States,2010,Winter,Vancouver,Canada
Grgory Rast,187.0,32.0,186.0,80.0,Switzerland,2012,Summer,London,United Kingdom
naiko Fujino,F,8131033,161.0,6852635,Jqpan,2008,Summer,Beijing,Norway
Dmytro Boiko,M,26.0,186.0,82.0,Ukraine,2012,Summer,London,United Kingdom
Veronika Sabolov,F,25.0,168.0,60.0,Slovak Republic,-91,Winter,Torino,Italy
Esther B. Jones,F,23.0,171.0,61.0,United States,230,Summer,Barcelona,Spain
Brian Richard Baker,M,31.0,191.0,77.0,United States,2016,Summer,Rio de Janeiro,
Abdallah Zohdy,M,35.0,174.9939577,76.79090909,"Egypt, Arab Rep.",1964,Summer,"""""",Japan
Jos Antonio Dinars Massagu,M,24.0,175.0,68.0,S[ain,180529,Summer,2016,Japan
Mari Kim Holden (-Paulsen),F,29.0,162.0,48.0,United States,2000,Summer,Sydney,Australia
"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,1984,Summer,Los Angeles,United States
Anders Stig Thomas Bellbring,M,24.0,176.0,70.0,Sweden,1976,Summer,Montreal,Canada
Felix Christiadi Sutanto,M,24.0,175.0,67.0,Indonesia,-55,Summer,Sydney,NULL
Kazuhiro Mizoguchi,M,26.0,181.0,90.0,Japan,1988,Summer,Seoul,China
Ji Magl,M,36.0,174.0,65.0,Czech Republic,2014,Winter,61.0,
Yuliya Shakhova,F,24.0,292,54.0,Uzbekistan,2000,Summer,Sydney,Australia
John Shirley,M,33.0,180.9383562,82.79827586,British Virgin Islands,1992,Summer,Barcelona,Spain
"Toomas ""Tom"" Arusoo",M,20.0,175.0,73.0,Canada,1968,Summer,Mexico City,Mexico
"Yue ""Jennifer"" Wu",F,26.0,160.0,51.0,United States,2016,Summer,Rio de Janeiro,""""""
Peter Lpez Santos,M,26.0,178.0,68.0,Peru,2008,Summer,Beijing,China
Stanisaw Swatowski,M,30.0,175.0,72.0,Poland,1964,Summer,Tokyo,Japan
Eligio Cervantes Islas,M,29.0,174.0,72.0,Mexico,2004,Summer,Athina,Australia
Anne Elizabeth Jardin (-Alexander),F,236,179.0,77.0,Canada,1976,Summer,?,Roma
Malwa Singh,M,18.0,137.0,52.0,India,1964,Summer,Tokyo,Host_Country
ke Anders Andersson,M,27.0,177.0,72.0,Sweden,1964,Winter,Innsbruck,Austria
David Ross MacDonald,unknown,23.0,175.0,84.0,Canada,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Paolo Vidoz,M,30.0,190.0,94.0,Italy,2000,Summer,Sydney,N/A
Brian Maisonneuve,M,23.0,177.6685237,73.0266582,United States,1996,Summer,Atlanta,United States
Ilkka Tuukanpoika Suvanto,Athina,17.0,182.0,82.0,Finland,1960,Summer,null,Italy
Bruce James Quick,unknown,48.0,185.0,94.0,Australia,2008,Summer,Beijing,Russian Federation
Suguru Osako,London,25.0,170.0,53.0,Japan,250,Summer,Rio de Janeiro,Brazil
Kong Yun-Jin,F,14.0,157.0,39.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Andreas Wellinger,81.0,18.0,183.0,65.0,Germany,2014,Winter,unknown,United States
Ion Cosma,?,27.0,180.0,82.0,Romania,1964,Summer,Tokyo,Japwn
"Cameron Michael ""Cam"" Gibson",M,21.0,199.0,85.0,New Zealand,2004,Summer,Athina,Greece
