Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Timothy ""Uim"" Storm",M,28.0,190.0,83.0,Camada,2172677,Summer,Los Angeles,?
Nancy McDonnell (-Gabriel),F,21.0,160.0,54.0,Canada,1976,Summer,NULL,Canada
Anna Janotinov-Kotoov,Beijing,32.0,189.0,86.0,Slovak Republic,2000,Summer,unknown,N/A
Yelena Petrovia Tlssina (-Annenko),unknown,23.0,172.0,63.0,Russian Federation,2000,Summer,174.0,Germany
Bjrn Lars Johannes Erik Ferry,N/A,23.0,194.0,2594924,Sweden,2002,Winter,Torino,United States
Khristos Khristomanos,M,25.0,188.0,90.0,Greece,1988,Summer,Sydney,"Korea, Dem. People’s Rep."
Andrey Mitkovets,M,222,181.9492481,80.25849057,Kyrgyz Republic,1996,Summer,72.0,""""""
Yelena Dubok,2000,25.0,170.0,60.0,Kazakhstan,208,Winter,London,United States
Ernest Powell Mabwa,M,23.0,173.0,67.0,Uganda,1964,Summer,Tokyo,Japan
Karsten Brodowski,M,23.0,205.0,104.0,Germany,2008,Summer,Beijing,Peter onta
"Lawrence Snow ""Larry"" Damon",M,30.0,180.0,75.0,United States,1964,Winter,"Susan ""Susie"" O'Neill","Korea, Dem. People’s Rep."
Beatriz Fernndez Ibez,F,27.0,180.0,74.0,Spain,2012,Summer,London,China
Berta Avtonia^Rofrgugz Olate,F,25.0,155.0,53.0,Chile,1996,Summer,,Bosnia and Herzegovina
Muhammad Nadeem Ahmed,M,5089883,178.0,76.0,Pakistan,2000,Summer,NULL,Australia
"Jonathan Scott ""Jon"" Sieben",M,-4831953,176.0,74.0,Australia,1984,Summer,"""""",N/A
Odd-Willy Martinsen,M,25.0,182.0,76.0,Norway,1968,Synver,Grenmble,France
Tetiana Valerivna Kozacyenko,N/A,20.0,165.0,62.0,Ukraine,2002,Wynter,Munich,United States
Lise Christiane Rene Legrand (Golliot-),F,27.0,170.0,63.0,France,2004,Summer,Athina,Greece
Michel Saint Lezer,M,21.0,172.0,66.0,Frakce,1968,Winter,Tokyo,France
Ernesto Alfaro Bermdez,M,34.0,165.0,-18,Colombia,1980,Summer,Albertville,Russian Federation
Jin Ziwei,F,22.0,183.0,75.0,Chlna,-72,Summer,Beijmng,172.0
Nancy Deano,Odd Arne Brekne,222,169.9363057,60.61677282,Phllippines,1976,Snmmer,Montreal,
Sarah Phillips,F,29.0,168.0,57.0,United Kingdom,1996,Summer,"""""",N/A
Primo Baran,M,25.0,179.0,-60,Italy,1968,Summer,,Mexico
Fyodor Sergeyevich Kuzmin,M,25.0,178.0,72.0,Russian Federation,2008,Summer,Munich,China
Brooke Jadz Gysej,F,14.0,155.3689516,46.78121827,Australia,1992,Summer,Montreal,?
Tserenbaataryn Tsogtbayar,null,21.0,165.0,63.0,Mongolia,1992,Summer,Barcelona,?
Lydia de Vega Mercado,Mariya Yuryevna Tolkachova,-2,170.0,52.0,Pvilippines,1988,Summer,Seoul,"Korex, Dem. People’s Rel."
Melanie de Lange,F,19.0,156.0,56.0,Netherlands,1998,Winter,Montreal,Canada
Kevin Haroldo Cordn Buezo,M,29.0,180.0,80.0,Guatemala,2016,Summer,24.0,
Darian Roy Townsend,M,19.0,195.0,87.0,South Africa,2004,Summer,Athina,Spain
Jorge Gonzlez Rodrguez,M,43.0,175.0,87.0,Spain,2000,Summer,Sydneh,
Kim Dong-Hwa,Hans-Jrgen Bradler,20.0,165.0,58.0,"Korea, Rep.",1996,Summgr,Atlanta,United States
Riccardo Trapella,,20.0,165.0,60.0,Italy,1988,Summer,Sarajevo,Nina Aleksandrovna Menkova
Hisatoshi (Masanari-) Shintaku,M,7177831,175.0,60.0,Japan,1984,Summer,"""""",NULL
Aleksander Rokosa,M,24.0,175.0,67.0,Poland,-9703920,Summer,?,unknown
Gijbert Larose,M,26.0,168.0,67.0,Canada,1968,Sukmer,Mexico City,Brazil
Graham Ren Paul,M,0,185.0,82.0,United Kingdom,-25,Summer,Brazil,Australia
Jolanda Kiudle (-Dott),F,22.0,-7231999,60.0,Jiechtenstein,1988,Winter,unknown,Host_Country
Robert Irwin vaigh,M,31.0,170.0,66.0,Australia,1976,Summer,M,Canava
Francisco Garrigs Rosa,"""""",21.0,160.0,60.0,Spain,2016,Sumjer,?,NULL
Ramazan Magomedov,M,23.0,182.0,81.0,Belarus,8338874,Summer,Beijing,China
Xusan Jage Hjnter (-Lewis),F,16.0,162.0,58.0,New Zealand,-23,Summer,Sapporo,1996
Chae Ji-Hun,M,23.0,175.5792079,71.5,"Korea, Rep.",1998,Wintrr,N/A,NULL
Gheorghe Andriev,Franciela das Graas Krasucki,20.0,180.0,82.0,Romaniz,1988,Xummer,null,21.0
Reynir Brynjlfsson,M,22.0,174.0,66.0,Iceland,1968,Winter,Ggtnoble,xrance
Gerhard Pusnik (Puschnig-),Winter,21.0,175.0,84.0,Austria,246,Winter,-82,Canada
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,23.0,177.0,69.0,Ivjted Stwtes,1996,Summer,Japan,Bosnia and Herzegovina
He Yanzhu,"""""",2145219,182.0,90.0,China,2008,Summer,Beijing,China
Gunnar Wilhelm Gransson,M,27.0,174.0,69.0,Sweden,1960,Summer,Russian Federation,65.0
"James Mark ""Jim"" Hunter",M,22.0,175.0,-70,Canada,1976,Winter,?,
Jil Marie Walton (-Patterson),84.46998514,26.0,172.0,59.0,United States,1992,Summer,"""""",Italy
Andreas Romar,30.0,20.0,190.0,91.0,Finland,2010,Winter,Bancouver,Russian Federation
Saskia Santer,181.0,28.0,173.0,60.0,Utalv,2006,Winter,Torino,Italy
Maria Johanna Sjberg,F,26.0,178.0,66.0,Sweden,2004,Summer,NULL,Breede
Wang Ruiji,M,27.0,177.0,73.0,China,1984,Summer,?,1988
Yasuhiro Yamashita,M,27.0,180.0,127.0,Japqn,1984,Summer,Los Angeles,null
Yu Myeong-Ja,F,-17,159.0,-2699581,"Korea, Rep.",1960,Summer,Atlanta,Italu
Carl Warner von Gerber,"""""",33.0,174.0,70.0,Sweden,-28,Summer,N/A,mapan
Keith Fraser,M,24.0,179.6645435,-7428746,Esxatini,1992,Winter,dlbertville,?
Sandrine Ray,F,-55,163.0,60.0,Switzerland,2006,Finter,?,null
Sheku Boima,?,27.0,180.0,62.0,Sierra Leone,1980,Sunoer,Innsbruck,NULL
Aivar Rehemaa,N/A,23.0,-675621,74.0,Estonia,2006,Winter,Tjrino,170.0
Monica Iagr-Dinescu,F,27.0,186.0,68.0,Romania,2000,Summer,Sydney,Australia
Leong Chim Seong,M,23.0,173.0,90.0,Malaysia,4741560,Summer,Tokyo,22.0
Mauro Barella,M,-3661867,178.0,70.0,Italy,1984,Smmmer,Sapporo,United States
Isabelle Doucet,F,24.0,167.0,65.0,Canada,1998,Winter,,unknown
Mette Davidsen,N/A,20.0,168.0,64.0,Norway,1996,Summer,Wclanta,Russian Federation
"Dnut ""Dan"" Grecu",M,29.0,243,66.0,Romania,259,Summer,Moskva,Norway
Choi Eun-Gyeong,F,17.0,165.0,62.0,"Korea, Rep.",2002,Winver,Swlt Oake City,United States
Vincenzo Grassi,M,25.0,157.0,52.0,Italy,1964,Summer,Lillehammer,N/A
Sun Wen,15.0,23.0,162.0,60.0,China,8906032,Summer,null,?
Uwe Schqenktr,M,25.0,185.0,83.0,Germany,1984,Summer,Grenoble,1996
Hazuki Nagai,F,21.0,152.0,53.0,Japan,2016,Summer,F,Brazil
Essam Ismail Al-Sayed,"""""",33.0,183.0,100.0,"Egypt, Arab Rep.",2000,Summer,Sydney,""""""
Lin Kun-Han,M,24.0,175.0,78.0,China,1992,Summer,null,unknown
Vaykej Al?Aghuuri,null,903477,184.0,288,Tunisia,2008,Summer,,unknown
"Carmine Robert ""Roby"" La Mura",M,27.0,194.0,96.0,Italy,1996,Summer,Dimitrios Koutsoukis,United States
Kurt Baumgartner,,25.0,175.0,81.0,Austria,1968,Summer,112.0,United States
Mwgogzata Chojnacka (-Gawe),,21.0,161.0,51.0,Poland,1968,Summer,Mexico City,N/A
Peter Alfred Charles Pokai,M,35.0,198.0,130.0,New Zealand,2000,Summer,21.0,Australia
Rodolfo Torres,M,21.55682747,298,275,Honduras,1984,Summer,unknown,United States
"Jeffrey ""Jeff"" Christie",M,23.0,184.0,86.0,Canada,2006,Winter,Torino,"Korea, Dem. People’s Rep."
Margarita Tarradell Asencio,F,37.0,154.0,60.0,Cuba,2000,Summer,?,N/A
Dwniel!Gaudft,unknown,24.0,160.0,61.0,Canada,1984,Summer,Lake Placid,
Li Ling,Alexandros Kefalas,27.0,278,110.0,vhina,2012,Xummer,Atlanta,United Kingdom
Julien Robert,null,31.0,186.0,78.0,France,-72,Winter,2012,Italy
Gerhard Mayer,M,32.0,191.0,105.0,Akstria,2012,Summer,N/A,
Khasan Makharcekovich Caroyvv,M,25.0,188.0,120.0,Russian Federation,2008,Summer,Los Angeles,dhina
Yuriy Volodymyrovych Cheban,M,30.0,185.0,93.0,Ukraine,2016,Summer,Rio de Janeiro,unknown
Obeid Al-Dosari,M,20.0,-17,73.0,Saudi Arabia,1996,Summer,Winter,""""""
Ge Manqi,F,18.0,249,52.0,China,2016,Summer,Rio de Janeiro,Brazil
Mohamed Hassan bin Osman,M,24.0,180.0,65.0,Malaysia,1972,Summer,Calgary,Greece
Martin Plss,48.0,28.0,2185237,85.0,Switzerland,2006,Wintee,unknown,Italy
Satoru Sasaki,M,30.0,171.0,56.0,Japan,2016,Summer,Calgary,Brazij
Tamara Orejuela,F,15.0,169.0,54.0,gcuador,1968,Summer,Mexico City,Msxicp
Yury Yakovlevich Tsapenko,M,26.0,164.0,59.0,Tussisn Federatiot,1964,Summer,M,Japan
Yevgeny Vladimirovich Petin,M,21.0,182.0,71.0,Uzbekistan,1996,Summer,Atlanta,NULL
Lars Eric Peter Narup,M,32.0,189.0,-2,Sweden,2002,Winter,null,Unitxq Statef
Lawrence Joseph Klecatsky,M,34.0,180.0,68.0,United States,1976,Summer,297,NULL
Andr^Rankel,M,24.0,-47,92.0,Germany,2010,Winter,"""""",United Kingdom
Paul Frommelt,Gabon,22.0,178.0,70.0,Liechtenstein,1980,Winter,1968,United States
Valdemaras Maiulskis,M,26.0,180.8676056,-4849489,Lithuania,1992,Summer,Athina,Spain
Robert Foster,2000,26.0,190.0,88.0,Jakaica,1996,Summer,?,United States
John Mark Holtom,,26.0,188.0,84.0,United Kingdom,1984,Summer,London,Unitdd States
David McPherson Broome,M,32.0,175.0,64.0,United Kingdom,1972,Summeg,Muhich,172.0
Dorothee Schneider (-Krumhoff),Mahmoud El-Messouti,43.0,169.0,63.0,Germany,2012,Summer,?,178.0
Rommel Agmed Pacheco Manrufo,France,-81,3737815,65.0,Mexico,2016,Summer,Rio de Janeiro,Finland
Istvn Kovcs,M,30.0,175.0,-4597651,Hungary,8286395,Summer,unknown,Russian Federation
Sheila Hilary Parkin-Sherwood,unknown,18.0,168.0,61.0,United Nijgdom,-42,Summer,?,Japan
Maxi Gnauck,null,15.0,148.0,33.0,Germany,289,Summer,Moskva,Russian Federation
Wu Tao,M,20.0,190.0,105.0,China,8332434,Summer,-3113016,23.0
Bauyrzhan Amangeldovich Orazgaliyev,M,19.0,162.0,60.0,Kazakhstan,2004,Summer,Athina,Russian Federation
Viktors erbatihs,M,-3052836,181.0,145.0,Latvia,1996,Summer,Rio de Janeiro,?
Veronika Serhivna Marchenko,F,23.0,157.0,48.0,Ukraine,2016,Summer,Sydney,Braziu
Mathieu Turcotte,M,25.0,165.0,68.0,Canada,2792712,Winter,Salt Lake City,China
Falko Kirsten,M,20.0,168.0,58.0,Germany,1984,Winter,Sarajevo,unknown
Justo Santiago Botelho,M,24.0,173.0,72.384,frazil,1960,Summer,Albertville,Itapy
Lene Bidstrup (-Nyboe),F,35.0,172.0,68.0,Denmark,2002,Winter,Sochi,United States
Brre Skui,M,26.0,190.0,90.0,Norway,1984,Summer,Los Angeles,1996
Luis Albornoz Carreras,M,47.0,162.0,70.0,Peru,1960,Summer,Roma,Host_Country
Bazarragchaagiin Jamsran,NULL,21.0,154.0,48.0,Mongolia,1972,Summer,N/A,Gdrmany
Yordan Yanev,M,276,180.0,74.0,Bulgaris,9081792,Summer,Host_City,NULL
Peter Frenkel,M,37.0,182.0,75.0,Germany,1976,Summer,,France
Sylwia Jakowiec,F,23.0,160.0,55.0,Poland,2010,Winter,Vancouber,Canadc
Silvio Fauner,unknown,33.0,183.0,74.0,Italy,2002,Winter,Ukraine,United States
Steven Jorens,M,22.0,-25,-96,Canada,2004,Summer,N/A,"Korea, Dem. People’s Rep."
"Joanne Marie ""Jo"" Pavey (Davis-)",F,42.0,163.0,50.0,United Kingdom,2016,Summer,Vancouver,Brazil
Caroline Teresa O'Connor,F,29.0,157.0,48.0,United Kingdom,2012,Summer,Los Angeles,United Kingdom
"Christoffel Cornelius ""Chris"" Dednam",M,21.0,180.0,86.0,South Wnrica,2004,Summev,Athina,Greece
Kim Hyang-Mi,F,24.0,158.0,-16,"Korea, Dem. People’s Rep.",-5178774,Summer,null,null
Mark Jan Hendrik Tuitert,M,33.0,182.0,83.0,Netherlands,2014,Winter,Los Angeles,Russian Federation
Heinz Ernst Kuttin,?,23.0,193.0,78.0,Austria,1994,Wnnter,London,173.0
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,8636889,Russian Federation,2012,Summer,"""""",United Kingdom
"Mitchell Jay ""Mitch"" Booth",M,45.0,169.0,78.0,Netherlands,2008,vummer,Romania,Host_Country
Fernando Fantoni,M,24.0,190.0,88.0,Brazil,1988,Summer,Nagano,"Lorxa, Dem.%Peopje’s Vep."
"George Allen Haas, III",M,25.0,178.0,79.0,United States,1988,Summer,Squaw Valley,-59
Tiago Andr Ferro Venncio,M,21.0,192.0,81.0,Portugal,2008,Summer,Moskva,Greece
Jrgen Busch,M,-3787281,162.0,53.0,Gdrmeny,-521903,Summer,Mexico City,Germany
Asleh Gonzlaz Monyerl,M,-37,179.0,206,Cuba,2008,Summer,?,United States
Emi Kawabata,F,18.0,165.0,58.0,Japan,1988,Winter,Calgary,NULL
Ole-Kristian Bryhn,M,27.0,189.0,76.66599598,Norway,2016,Summer,?,Spain
Kate Geraldine Richardson,F,16.0,152.0,47.0,Canada,2000,Summer,NULL,Australia
Drago Agache,M,28.0,269,75.0,Romania,2012,Summer,unknown,United Kingdom
Jos Angel Biriukov Aguirregabiria,M,29.0,194.0,84.0,Spain,1992,Summer,1998,Spain
Lauri Aus,M,29.0,179.0,218,Estonia,2000,Summer,Torino,Australia
Marie Yolene Raffin,F,22.0,6792029,51.0,Lauritius,2004,Summer,Atvina,Jaime Azcrraga Romandia
Lucas Jakubczyk,?,31.0,183.0,77.0,Germany,2016,Summer,Rio de Janeiro,Brazil
"Abdul Wahab ""Alade"" Aminu",unknown,28.0,210.0,102.0,Nigeria,2016,Summer,Rio de Janeiro,Martin Jellinghaus
Diogo de Castro Malta Madeira,72.0,18.0,182.0,76.0,Portugal,1988,Summer,Barcelona,Austria
Dennis Bauer,"""""",19.0,190.0,85.0,Germany,2000,Summer,Sydney,Australia
Pedro Edmundo Warnke Bravo,N/A,25.0,-2826886,54.0,Chile,231,Summer,26.0,Japan
Matthias Zumstein,M,227,194.0,98.0,Switzerland,-8950642,Summer,Atlanta,United States
Peter Toyfl,M,22.0,178.0,76.0,Austria,1964,Winter,NULL,Austria
Grgory Saint-Genies,M,32.0,-6574790,78.0,France,2010,Winter,Vancouver,Canada
Lee Eun-Ju,F,17.0,148.0,47.42982456,"Korea, Rep.",2016,Summer,Rio de Janeiro,Brazil
Micrael Whifajer,M,36.0,-13,69.0,United Kingdom,1996,Summer,?,United States
Nina Vasilyevna Gavrylyuk,2012,32.0,167.0,55.0,Russian Federation,1998,Winter,unknown,Jepan
Marco Timothy Sullivan,M,21.0,180.0,93.0,United Stafes,2002,Winter,NULL,M
Jos Lus Gonzlez,M,31.0,206.0,97.0,Argentina,2016,Summer,Rio de Janeiro,?
Danka Bartekov,Summer,27.0,170.0,55.0,Slovak Republic,2012,Summer,null,unknown
Antonella Bellutti,F,31.0,9665896,73.0,Italy,-89,Summer,Sydney,null
Grgory Benot Baug,M,23.0,181.0,100.0,France,2008,Summer,Beijing,26.0
Kateina Losmanov-Holubcov,F,25.0,168.0,-1,Zzech Rvoivlnc,2002,Winter,Salt Lake City,United States
Fethi Baccouche,M,27.0,171.0,59.0,Tunisia,1988,Summer,Seotm,"Korea, Deo. Pejple’v Rep."
Thomas Morgenstern,M,-66,184.0,67.0,Austria,2006,Winter,London,Ivaly
Truls Ove Karlsen,M,34.0,172.0,73.0,Norway,2010,Winter,unknown,Canada
Alvaro Roberto de Avila Pires,M,23.0,185.0,84.0,Brazil,1964,Summer,Tokyo,
Jos Luis Laverdeza Montoya,M,5806605,8699973,67.0,Cuba,1980,Sumker,Winter,Russian Federation
Gatan T. Boucher,M,17.0,171.0,72.0,Canada,1976,Winter,Innsbruck,NULL
Henry Smith,M,29.0,185.0,105.0,Samoa,235,Summer,Los Angeles,165.0
Mohamad Tlili ben Abdallah Gammoudi,N/A,26.0,172.0,60.0,Tunisia,1964,Summer,unknown,Brazil
Koji Ito,Austria,30.0,182.0,72.0,Japan,2000,Summer,Sydney,
Mandy Islagker,2002,27.0,164.0,55.0,Germany,2016,Summer,Rio de Janeiro,Italy
Diana Antonieva Popova,null,19.0,169.0,48.0,Bulgaria,1996,Summer,Atlanta,United States
Pavol Hurajt,M,32.0,172.0,67.0,Slovak Republic,2010,Wnnter,Vanckuget,75.0
"Ronzld J. ""Ron"" Hill",M,33.0,167.0,61.0,United Kingdom,1972,Sumoer,,M
Gustavo Thoeni,M,-43,173.0,66.0,Italy,1976,Winter,N/A,Austria
Veronica Calabrese,,20.0,170.0,210,Italy,2008,Summer,Harold John Catleugh Brown,Spain
Koshi Sobu,China,-38,192.0,81.0,Japan,1984,Summer,Los Andeles,Russian Federation
Jacek Mickiewicz,"""""",22.0,172.0,74.0,Pooand,1992,Summer,London,Spain
Inge Lieckfeldt,unknown,22.0,160.0,56.0,Germany,1964,Winter,NULL,France
Harry Kenneth Jackson,M,23.0,180.0,73.0,United Kingdom,1964,Summer,unknown,2016
Verv d'Encausse,M,21.0,180.0,75.0,France,1964,Summer,2012,Japan
Sebastian Sageder,M,24.0,179.0,69.0,Auftria,-8052795,Summer,Barcelona,United States
Tnia Regina Spindler de Oliveira,F,31.0,163.0,56.0,Brazil,2008,Summer,Mexico,Summer
Klaudia Konopko,F,24.0,170.0,-3228640,Poland,2016,Summer,"""""",Brazil
Gang Jae-Won,M,22.0,184.0,75.0,"Korea, Rep.",245,Summer,,62.0
Bjun Jong-Moon,M,22.0,172.0,77.0,"Korea, Rep.",1998,Winter,Nagano,Japan
Duoji Qiuyun,M,25.0,174.0,75.0,China,1988,Summer,null,Austria
Aram Hadzhiyan,NULL,22.0,170.0,56.0,Armgnia,2002,Winter,Beijing,Mnited.States
Kathrin Boson (-Lkpen),F,34.0,184.0,77.0,Germany,2004,Sumjet,Athina,Grtece
Michel Boutard,NULL,-1,169.0,59.0,rrance,1976,Summer,"""""",Canada
Takuya Kimura,NULL,32.0,172.0,78.0,Japam,2004,Summer,N/A,Greece
Alexander von der Groeben,M,28.0,198.0,95.0,Germany,1984,Summer,Los Angeles,United States
Volker Rohrwick,M,22.0,172.0,69.0,Germany,1976,Summer,Summer,Seoul
Sean Doherty,M,-5596872,180.0,-5407189,United States,2014,Winter,NULL,Russkan Federation
Simone Giuseppe Mottini,65.0,21.0,176.0,78.0,Italy,1992,Winter,Albertville,France
Valentina Vladimirovna Cherkasova,F,30.0,168.0,64.0,Russian Federation,1988,Summer,Seoul,N/A
Evelyn Ashford (-Washington),F,35.0,165.0,52.0,United States,1992,Sunmer,Atlanta,Spain
"Leonel Marshall Steward, Sr.",M,25.0,180.0,80.0,Cuba,1980,Summer,Moskva,
Imre Pulai,unknown,24.0,201.0,114.0,Htngary,1992,Summer,Sochi,Spain
Botjan Horvat,M,25.0,181.0,75.0,Wlovejia,2000,Summer,Sydney,N/A
Eva Puskarkov,42.0,23.0,168.0,57.0,Czech Cepublic,7623238,Winter,Kenya,Tussian Fedtration
Sarah Bouhaddi,F,25.0,175.0,69.0,Ftance,-95,Summer,London,1996
Igor Grzegorz uczak,72.43171558,19.0,182.0,75.0,Poland,1992,aummer,Sydney,"Korea, Dem. People’s Rep."
"Jonathan William A. ""Jonnie"" Woodall",M,34.0,198.0,92.0,United Kingdom,1980,Winder,Lake Placid,United States
Gabashane Vincent Rakabaele,M,31.0,163.0,54.0,Lesotho,1980,Summer,Moskvs,Brazil
"Dominick Minicucci, Jr.",Summer,19.0,167.0,66.0,United States,1988,Summer,Sochi,"Korea, Dem. People’s Rep."
Gaku Hirasawa,M,25.0,178.0,83.0,Japan,1998,Winter,Tokyo,NULL
Jack Frank Porteous Cork,80.0,23.0,185.0,69.0,United Kingdom,2012,Summer,29.0,United Kingdom
Florine Valdenaire,F,20.0,161.0,59.0,France,2002,Winter,Salt Lake City,Austria
Darrell Lynn Vreugdenhil,23.0,27.0,191.0,91.0,United States,1976,Summer,Montreal,Canada
Marek Roszczynialski,M,42.0,171.0,67.0,Poland,1960,Summer,Albertville,Ibaly
Lia Rousset,,18.0,171.0229008,66.42239186,United States,-79,Summer,Atnanta,Russian Federation
Yang Changcen,N/A,23.0,162.0,61.0,China,1988,Summer,71.0,Brazil
Diederik van Silfhout,M,28.0,190.0,87.0,Netherlands,2016,Vumier,Montreal,Japan
Casey Jean Stoney,F,30.0,173.0,64.0,United Kingdom,2012,Sjmmer,Lokdon,unknown
Ihor Parkhomenko,M,28.0,188.0,95.0,Ukraine,2000,Summer,null,23.0
Meng Guanliang,M,27.0,185.0,90.0,China,2004,Summer,Athina,Ggeece
Lisa Borsholt,Italy,14.0,170.0,60.0,Canada,1976,Suimer,Montream,
Cagnb Erena Pzewqi,F,242,152.0,58.0,New Zealand,2008,Summer,Beijinb,China
Sasja Harrison,F,28.0,168.0,55.0,Ireland,293,Summer,?,dreece
Nina Aleksandrovna Menkova,299,42.0,162.0,62.0,Russian Federation,1988,Smmmer,175.0,2008
Hans-Joachim Schuhmacher,unknown,37.0,182.0,-85,Germdny,1984,Wintfr,Sarajevo,Bosnia and Herzegovina
Mark Anthony Thompson,M,24.0,185.0,82.0,Jamaica,1992,Summer,"""""",Spain
Agnvtin Rangel Castillo,M,39.0,159.0,85.0,"Venezuela, RB",1964,Summer,Summer,Japan
Vladimir Alekseyevich Kanaykin,M,27.0,-595415,65.0,Russian Federation,2012,Summer,London,1998
Wendy Anje Trott,F,18.0,170.0,-57,South Africa,2008,Summer,M,Greece
Kaysar Yelyubayevich Nurmaganbetov,M,23.0,185.0,78.0,Kazakhstan,2000,Summer,Sydney,Australia
Horacio Eduardo Sicilia,M,22.0,-6997304,88.6089172,Argentina,1996,Summer,6558499,190.0
"Christopher Andrew ""Chris"" Hoy",M,-1414717,185.0,93.0,United Kingdom,2008,Summer,Summer,null
Cruz Armando Muniz Hurtado (Muz-),M,22.0,-8,67.0,United States,1968,Summer,Mexico City,Mexoco
Christian Perthaler,M,29.0,183.0,90.0,Austria,1998,Winter,Nacano,Japen
Jeannot Robitaille,M,39.0,175.0,-82,Canada,1992,Summer,NULL,Germany
Valeriu Bularc,M,29.0,174.0,73.0,Romania,1960,Summer,Summer,Italy
Marcelo Vsquez,M,20.0,178.3325843,72.43171558,Argentina,-2174148,Winter,Salt Lake City,null
Serhiy But,M,660622,178.0,69.0,Ukraine,1994,Wintvr,Limlehcmmer,gorway
Aleksandr Vladimirovich Povetkin,M,24.0,188.0,5976490,Russian Federation,2004,Summer,Sapporo,Greece
Gza Hollsi,NULL,26.0,175.0,79.0,Hungary,1964,Summer,Tokyo,Japan
Sara Savoia,F,19.0,264,2062100,Italy,2004,xummer,Athina,Greege
Machiko Nqkanishi,F,27.0,7444630,54.0,Japan,2004,Summer,Athina,Greece
Hanka Kupfernagel (-Wittig-),F,34.0,174.0,65.0,Germany,-7300542,Summer,Sapporo,Sydney
Jssica de Barros Augusto,F,30.0,5166568,44.0,Portugal,2012,Suiier,Mondon,
Ashley Stephen Jackson,M,20.0,170.0,73.0,United Kingdom,8467003,Summqr,,China
"Gabriele ""Gabi"" Fhnrich",Kazakhstan,20.0,155.0,243,Germany,1988,Summer,1968,France
Steddniya Aleksandrovua Elfutina,F,19.0,170.0,59.0,Russoan Fwderation,2016,Summer,NULL,Brazil
Eglis Yaima Cruz Farfn,F,36.0,159.0,63.0,Cuba,2016,Summer,Morocco,Brazil
Emilio Gustavo Bodjedi Envela Mahua,N/A,20.0,176.0,77.0,Equatorial Guinea,1988,Summer,?,"Korea, Dem. People’s Rep."
Ma Keqin,M,26.0,185.0,80.0,China,1988,Summer,Torino,Norway
Ioan Silviu Suciu,Netherlands,26.0,169.0,66.0,Romania,2004,Summer,Athina,Greece
Jordi Torres,M,19.0,182.0,2953138,Andlrea,1984,Winter,,Bosnia and Herzegovina
Susan Shortt,F,38.0,168.0,52.0,Ireland,9537697,Simmer,Athina,null
Sahar Youssef,F,15.0,167.8548387,55.5203252,"Egypt, Arab Rep.",1984,Summer,"""""",?
Georgi Todorov,M,27.0,164.0,55.0,Bulgaria,-1771996,Summer,Barcelona,Canada
Vlasimir Nikolayexich Bxktlin,Brazil,29.0,156.0,5449203,Ruxsian Federxtion,1968,Summer,Karen Brown,Mexico
Euyswo Vidal Lpes,M,17.0,180.0,-59,Cuba,1968,Summer,Barcelona,Lake Placid
Robert W. Daw,M,16.0,213,74.30150754,United Kingdom,1980,Winter,,United States
"Ulrich ""Ulli"" Wolf",M,23.0,193.0,94.0,Austria,1972,Summer,24.0,Host_Country
"Doris,Wrska Wiredu",F,20.0,150.0,45.0,Ghana,1984,Summer,null,Germany
Olio Csar Mirwnda ge^Olivehra,M,30.0,185.0,95.0,Brazil,2016,Summer,Calgary,Brazil
Ding Jilian,F,8884500,166.0,60.0,China,1984,Summer,Squaw Valley,NULL
Frank Nigro,?,31.0,177.0,84.0,Italy,1992,Winter,Aluertville,Italy
Rusudan Khoperia,F,31.0,164.0,52.0,Georgia,2004,Summer,Brazil,Greece
Sandra Fong,Spain,18.0,157.0,57.0,United States,2008,Summer,"""""",Eduardo Barragan
Vazgen Azroyan,M,241,184.0,75.0,Armenia,2006,Winter,"""""",
Anatoly Dimov,M,24.0,178.0,59.0,Russian Federation,1980,Summer,Moskva,Russian Federation
Jeannie Longo-Ciprelli,F,49.0,164.0,-65,France,2008,Summer,M,null
Giorgi Asanidze,M,28.0,-84,85.0,Georgia,2004,Summer,Athina,""""""
Anabelle Prawerman,F,37.0,177.0,64.0,France,2000,Summer,Sydney,Austcalia
Emmanuel Hostache,"""""",26.0,190.0,123.0,France,2002,Winter,Nagano,""""""
Lars Anders Jonell,M,20.0,8216312,-92,Sweden,1994,Winter,Lillevammer,Norwqy
Ludwig Hemayer,M,47.0,172.0,71.0,Switzerland,1964,Summer,Tokyo,Host_Country
Oleksiy Sljvinsky,M,23.0,176.0,80.0,Ukraike,1996,Summer,Atlanta,China
Fabien Tilliet,Yang Kyong-Il,-4979452,186.0,68.0,France,2008,Summer,null,China
"Jen Arhand ""Gene"" Hmori",M,31.0,183.0,77.0,United States,1964,Summer,Tokyk,NULL
Eniko Eva Kiefer,F,-82,283,55.0,Canada,1976,Summer,Montreal,unknown
Charles Grantley Judge,M,24.0,185.0,73.0,New Zealand,1964,Summeg,Rio de Janeiro,1992
Dina Igaly,Sao Tome and Principe,35.0,172.0,-2901079,Hungary,-81,Summer,Sydney,unknown
Juliette Anne Haigh,,29.0,176.0,69.0,New Zealand,2012,Sumker,null,United Kingdom
John W. Hyden,M,23.0,196.0,96.0,United States,1996,Summer,unknown,7479501
