Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Dnut ""Dan"" Grecu",M,29.0,170.0,66.0,Romania,1980,Summer,Moskva,Russian Federation
Choi Eun-Gyeong,F,17.0,165.0,62.0,"Korea, Rep.",2002,Winter,Salt Lake City,United States
Vincenzo Grassi,M,25.0,157.0,52.0,Italy,1964,Summer,Tokyo,Japan
Sun Wen,F,23.0,162.0,60.0,China,1996,Summer,Atlanta,United States
Uwe Schwenker,M,25.0,185.0,83.0,Germany,1984,Summer,Los Angeles,United States
Hazuki Nagai,F,21.0,152.0,53.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Essam Ismail Al-Sayed,M,33.0,183.0,100.0,"Egypt, Arab Rep.",2000,Summer,Sydney,Australia
Lin Kun-Han,M,24.0,175.0,78.0,China,1992,Summer,Barcelona,Spain
Haykel Al-Achouri,M,23.0,184.0,84.0,Tunisia,2008,Summer,Beijing,China
"Carmine Robert ""Roby"" La Mura",M,27.0,194.0,96.0,Italy,1996,Summer,Atlanta,United States
Kurt Baumgartner,M,25.0,175.0,81.0,Austria,1968,Summer,Mexico City,Mexico
Magorzata Chojnacka (-Gawe),F,21.0,161.0,51.0,Poland,1968,Summer,Mexico City,Mexico
Peter Alfred Charles Pokai,M,35.0,198.0,130.0,New Zealand,2000,Summer,Sydney,Australia
Rodolfo Torres,M,21.55682747,184.9712544,79.1404741,Honduras,1984,Summer,Los Angeles,United States
"Jeffrey ""Jeff"" Christie",M,23.0,184.0,86.0,Canada,2006,Winter,Torino,Italy
Margarita Tarradell Asencio,F,37.0,154.0,60.0,Cuba,2000,Summer,Sydney,Australia
Daniel Gaudet,M,24.0,160.0,61.0,Canada,1984,Summer,Los Angeles,United States
Li Ling,F,27.0,179.0,110.0,China,2012,Summer,London,United Kingdom
Julien Robert,M,31.0,186.0,78.0,France,2006,Winter,Torino,Italy
Gerhard Mayer,M,32.0,191.0,105.0,Austria,2012,Summer,London,United Kingdom
Khasan Makharbekovich Baroyev,M,25.0,188.0,120.0,Russian Federation,2008,Summer,Beijing,China
Yuriy Volodymyrovych Cheban,M,30.0,185.0,93.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Obeid Al-Dosari,M,20.0,174.0,73.0,Saudi Arabia,1996,Summer,Atlanta,United States
Ge Manqi,F,18.0,162.0,52.0,China,2016,Summer,Rio de Janeiro,Brazil
Mohamed Hassan bin Osman,M,24.0,180.0,65.0,Malaysia,1972,Summer,Munich,Germany
Martin Plss,M,28.0,175.0,85.0,Switzerland,2006,Winter,Torino,Italy
Satoru Sasaki,M,30.0,171.0,56.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Tamara Orejuela,F,15.0,169.0,54.0,Ecuador,1968,Summer,Mexico City,Mexico
Yury Yakovlevich Tsapenko,M,26.0,164.0,59.0,Russian Federation,1964,Summer,Tokyo,Japan
Yevgeny Vladimirovich Petin,M,21.0,182.0,71.0,Uzbekistan,1996,Summer,Atlanta,United States
Lars Eric Peter Narup,M,32.0,189.0,82.0,Sweden,2002,Winter,Salt Lake City,United States
Lawrence Joseph Klecatsky,M,34.0,180.0,68.0,United States,1976,Summer,Montreal,Canada
Andr Rankel,M,24.0,186.0,92.0,Germany,2010,Winter,Vancouver,Canada
Paul Frommelt,M,22.0,178.0,70.0,Liechtenstein,1980,Winter,Lake Placid,United States
Valdemaras Maiulskis,M,26.0,180.8676056,54.0,Lithuania,1992,Summer,Barcelona,Spain
Robert Foster,M,26.0,190.0,88.0,Jamaica,1996,Summer,Atlanta,United States
John Mark Holtom,M,26.0,188.0,84.0,United Kingdom,1984,Summer,Los Angeles,United States
David McPherson Broome,M,32.0,175.0,64.0,United Kingdom,1972,Summer,Munich,Germany
Dorothee Schneider (-Krumhoff),F,43.0,169.0,63.0,Germany,2012,Summer,London,United Kingdom
Rommel Agmed Pacheco Manrufo,M,30.0,167.0,65.0,Mexico,2016,Summer,Rio de Janeiro,Brazil
Istvn Kovcs,M,30.0,175.0,82.0,Hungary,1980,Summer,Moskva,Russian Federation
Sheila Hilary Parkin-Sherwood,F,18.0,168.0,61.0,United Kingdom,1964,Summer,Tokyo,Japan
Maxi Gnauck,F,15.0,148.0,33.0,Germany,1980,Summer,Moskva,Russian Federation
Wu Tao,M,20.0,190.0,105.0,China,2004,Summer,Athina,Greece
Bauyrzhan Amangeldovich Orazgaliyev,M,19.0,162.0,60.0,Kazakhstan,2004,Summer,Athina,Greece
Viktors erbatihs,M,21.0,181.0,145.0,Latvia,1996,Summer,Atlanta,United States
Veronika Serhivna Marchenko,F,23.0,157.0,48.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Mathieu Turcotte,M,25.0,165.0,68.0,Canada,2002,Winter,Salt Lake City,United States
Falko Kirsten,M,20.0,168.0,58.0,Germany,1984,Winter,Sarajevo,Bosnia and Herzegovina
Justo Santiago Botelho,M,24.0,173.0,72.384,Brazil,1960,Summer,Roma,Italy
Lene Bidstrup (-Nyboe),F,35.0,172.0,68.0,Denmark,2002,Winter,Salt Lake City,United States
Brre Skui,M,26.0,190.0,90.0,Norway,1984,Summer,Los Angeles,United States
Luis Albornoz Carreras,M,47.0,162.0,70.0,Peru,1960,Summer,Roma,Italy
Bazarragchaagiin Jamsran,M,21.0,154.0,48.0,Mongolia,1972,Summer,Munich,Germany
Yordan Yanev,M,25.0,180.0,74.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Peter Frenkel,M,37.0,182.0,75.0,Germany,1976,Summer,Montreal,Canada
Sylwia Jakowiec,F,23.0,160.0,55.0,Poland,2010,Winter,Vancouver,Canada
Silvio Fauner,M,33.0,183.0,74.0,Italy,2002,Winter,Salt Lake City,United States
Steven Jorens,M,22.0,190.0,90.0,Canada,2004,Summer,Athina,Greece
"Joanne Marie ""Jo"" Pavey (Davis-)",F,42.0,163.0,50.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Caroline Teresa O'Connor,F,29.0,157.0,48.0,United Kingdom,2012,Summer,London,United Kingdom
"Christoffel Cornelius ""Chris"" Dednam",M,21.0,180.0,86.0,South Africa,2004,Summer,Athina,Greece
Kim Hyang-Mi,F,24.0,158.0,58.0,"Korea, Dem. People’s Rep.",2004,Summer,Athina,Greece
Mark Jan Hendrik Tuitert,M,33.0,182.0,83.0,Netherlands,2014,Winter,Sochi,Russian Federation
Heinz Ernst Kuttin,M,23.0,193.0,78.0,Austria,1994,Winter,Lillehammer,Norway
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,77.0,Russian Federation,2012,Summer,London,United Kingdom
"Mitchell Jay ""Mitch"" Booth",M,45.0,169.0,78.0,Netherlands,2008,Summer,Beijing,China
Fernando Fantoni,M,24.0,190.0,88.0,Brazil,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"George Allen Haas, III",M,25.0,178.0,79.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Tiago Andr Ferro Venncio,M,21.0,192.0,81.0,Portugal,2008,Summer,Beijing,China
Jrgen Busch,M,25.0,162.0,53.0,Germany,1968,Summer,Mexico City,Mexico
Asley Gonzlez Montero,M,18.0,179.0,90.0,Cuba,2008,Summer,Beijing,China
Emi Kawabata,F,18.0,165.0,58.0,Japan,1988,Winter,Calgary,Canada
Ole-Kristian Bryhn,M,27.0,189.0,76.66599598,Norway,2016,Summer,Rio de Janeiro,Brazil
Kate Geraldine Richardson,F,16.0,152.0,47.0,Canada,2000,Summer,Sydney,Australia
Drago Agache,M,28.0,175.0,75.0,Romania,2012,Summer,London,United Kingdom
Jos Angel Biriukov Aguirregabiria,M,29.0,194.0,84.0,Spain,1992,Summer,Barcelona,Spain
Lauri Aus,M,29.0,179.0,75.0,Estonia,2000,Summer,Sydney,Australia
Marie Yolene Raffin,F,22.0,156.0,51.0,Mauritius,2004,Summer,Athina,Greece
Lucas Jakubczyk,M,31.0,183.0,77.0,Germany,2016,Summer,Rio de Janeiro,Brazil
"Abdul Wahab ""Alade"" Aminu",M,28.0,210.0,102.0,Nigeria,2016,Summer,Rio de Janeiro,Brazil
Diogo de Castro Malta Madeira,M,18.0,182.0,76.0,Portugal,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Dennis Bauer,M,19.0,190.0,85.0,Germany,2000,Summer,Sydney,Australia
Pedro Edmundo Warnke Bravo,M,25.0,163.0,54.0,Chile,1976,Summer,Montreal,Canada
Matthias Zumstein,M,23.0,194.0,98.0,Switzerland,1996,Summer,Atlanta,United States
Peter Toyfl,M,22.0,178.0,76.0,Austria,1964,Winter,Innsbruck,Austria
Grgory Saint-Genies,M,32.0,177.0,78.0,France,2010,Winter,Vancouver,Canada
Lee Eun-Ju,F,17.0,148.0,47.42982456,"Korea, Rep.",2016,Summer,Rio de Janeiro,Brazil
Michael Whitaker,M,36.0,172.0,69.0,United Kingdom,1996,Summer,Atlanta,United States
Nina Vasilyevna Gavrylyuk,F,32.0,167.0,55.0,Russian Federation,1998,Winter,Nagano,Japan
Marco Timothy Sullivan,M,21.0,180.0,93.0,United States,2002,Winter,Salt Lake City,United States
Jos Lus Gonzlez,M,31.0,206.0,97.0,Argentina,2016,Summer,Rio de Janeiro,Brazil
Danka Bartekov,F,27.0,170.0,55.0,Slovak Republic,2012,Summer,London,United Kingdom
Antonella Bellutti,F,31.0,180.0,73.0,Italy,2000,Summer,Sydney,Australia
Grgory Benot Baug,M,23.0,181.0,100.0,France,2008,Summer,Beijing,China
Kateina Losmanov-Holubcov,F,25.0,168.0,55.0,Czech Republic,2002,Winter,Salt Lake City,United States
Fethi Baccouche,M,27.0,171.0,59.0,Tunisia,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Thomas Morgenstern,M,19.0,184.0,67.0,Austria,2006,Winter,Torino,Italy
Truls Ove Karlsen,M,34.0,172.0,73.0,Norway,2010,Winter,Vancouver,Canada
Alvaro Roberto de Avila Pires,M,23.0,185.0,84.0,Brazil,1964,Summer,Tokyo,Japan
Jos Luis Laverdeza Montoya,M,19.0,167.0,67.0,Cuba,1980,Summer,Moskva,Russian Federation
Gatan T. Boucher,M,17.0,171.0,72.0,Canada,1976,Winter,Innsbruck,Austria
Henry Smith,M,29.0,185.0,105.0,Samoa,1984,Summer,Los Angeles,United States
Mohamad Tlili ben Abdallah Gammoudi,M,26.0,172.0,60.0,Tunisia,1964,Summer,Tokyo,Japan
Koji Ito,M,30.0,182.0,72.0,Japan,2000,Summer,Sydney,Australia
Mandy Islacker,F,27.0,164.0,55.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Diana Antonieva Popova,F,19.0,169.0,48.0,Bulgaria,1996,Summer,Atlanta,United States
Pavol Hurajt,M,32.0,172.0,67.0,Slovak Republic,2010,Winter,Vancouver,Canada
"Ronald J. ""Ron"" Hill",M,33.0,167.0,61.0,United Kingdom,1972,Summer,Munich,Germany
Gustavo Thoeni,M,24.0,173.0,66.0,Italy,1976,Winter,Innsbruck,Austria
Veronica Calabrese,F,20.0,170.0,57.0,Italy,2008,Summer,Beijing,China
Koshi Sobu,M,25.0,192.0,81.0,Japan,1984,Summer,Los Angeles,United States
Jacek Mickiewicz,M,22.0,172.0,74.0,Poland,1992,Summer,Barcelona,Spain
Inge Lieckfeldt,F,22.0,160.0,56.0,Germany,1964,Winter,Innsbruck,Austria
Harry Kenneth Jackson,M,23.0,180.0,73.0,United Kingdom,1964,Summer,Tokyo,Japan
Herv d'Encausse,M,21.0,180.0,75.0,France,1964,Summer,Tokyo,Japan
Sebastian Sageder,M,24.0,179.0,69.0,Austria,2004,Summer,Athina,Greece
Tnia Regina Spindler de Oliveira,F,31.0,163.0,56.0,Brazil,2008,Summer,Beijing,China
Klaudia Konopko,F,24.0,170.0,57.0,Poland,2016,Summer,Rio de Janeiro,Brazil
Gang Jae-Won,M,22.0,184.0,75.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Byun Jong-Moon,M,22.0,172.0,77.0,"Korea, Rep.",1998,Winter,Nagano,Japan
Duoji Qiuyun,M,25.0,174.0,75.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Aram Hadzhiyan,M,22.0,170.0,56.0,Armenia,2002,Winter,Salt Lake City,United States
Kathrin Boron (-Kppen),F,34.0,184.0,77.0,Germany,2004,Summer,Athina,Greece
Michel Boutard,M,20.0,169.0,59.0,France,1976,Summer,Montreal,Canada
Takuya Kimura,M,32.0,172.0,78.0,Japan,2004,Summer,Athina,Greece
Alexander von der Groeben,M,28.0,198.0,95.0,Germany,1984,Summer,Los Angeles,United States
Volker Rohrwick,M,22.0,172.0,69.0,Germany,1976,Summer,Montreal,Canada
Sean Doherty,M,18.0,180.0,73.0,United States,2014,Winter,Sochi,Russian Federation
Simone Giuseppe Mottini,M,21.0,176.0,78.0,Italy,1992,Winter,Albertville,France
Valentina Vladimirovna Cherkasova,F,30.0,168.0,64.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Evelyn Ashford (-Washington),F,35.0,165.0,52.0,United States,1992,Summer,Barcelona,Spain
"Leonel Marshall Steward, Sr.",M,25.0,180.0,80.0,Cuba,1980,Summer,Moskva,Russian Federation
Imre Pulai,M,24.0,201.0,114.0,Hungary,1992,Summer,Barcelona,Spain
Botjan Horvat,M,25.0,181.0,75.0,Slovenia,2000,Summer,Sydney,Australia
Eva Puskarkov,F,23.0,168.0,57.0,Czech Republic,2014,Winter,Sochi,Russian Federation
Sarah Bouhaddi,F,25.0,175.0,69.0,France,2012,Summer,London,United Kingdom
Igor Grzegorz uczak,M,19.0,182.0,75.0,Poland,1992,Summer,Barcelona,Spain
"Jonathan William A. ""Jonnie"" Woodall",M,34.0,198.0,92.0,United Kingdom,1980,Winter,Lake Placid,United States
Gabashane Vincent Rakabaele,M,31.0,163.0,54.0,Lesotho,1980,Summer,Moskva,Russian Federation
"Dominick Minicucci, Jr.",M,19.0,167.0,66.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Gaku Hirasawa,M,25.0,178.0,83.0,Japan,1998,Winter,Nagano,Japan
Jack Frank Porteous Cork,M,23.0,185.0,69.0,United Kingdom,2012,Summer,London,United Kingdom
Florine Valdenaire,F,20.0,161.0,59.0,France,2002,Winter,Salt Lake City,United States
Darrell Lynn Vreugdenhil,M,27.0,191.0,91.0,United States,1976,Summer,Montreal,Canada
Marek Roszczynialski,M,42.0,171.0,67.0,Poland,1960,Summer,Roma,Italy
Lia Rousset,F,18.0,171.0229008,66.42239186,United States,1996,Summer,Atlanta,United States
Yang Changcen,M,23.0,162.0,61.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Diederik van Silfhout,M,28.0,190.0,87.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
Casey Jean Stoney,F,30.0,173.0,64.0,United Kingdom,2012,Summer,London,United Kingdom
Ihor Parkhomenko,M,28.0,188.0,95.0,Ukraine,2000,Summer,Sydney,Australia
Meng Guanliang,M,27.0,185.0,90.0,China,2004,Summer,Athina,Greece
Lisa Borsholt,F,14.0,170.0,60.0,Canada,1976,Summer,Montreal,Canada
Caryn Erena Paewai,F,32.0,152.0,58.0,New Zealand,2008,Summer,Beijing,China
Sasha Harrison,F,28.0,168.0,55.0,Ireland,2004,Summer,Athina,Greece
Nina Aleksandrovna Menkova,F,42.0,162.0,62.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Hans-Joachim Schuhmacher,M,37.0,182.0,88.0,Germany,1984,Winter,Sarajevo,Bosnia and Herzegovina
Mark Anthony Thompson,M,24.0,185.0,82.0,Jamaica,1992,Summer,Barcelona,Spain
Agustin Rangel Castillo,M,39.0,159.0,85.0,"Venezuela, RB",1964,Summer,Tokyo,Japan
Vladimir Alekseyevich Kanaykin,M,27.0,170.0,65.0,Russian Federation,2012,Summer,London,United Kingdom
Wendy Anne Trott,F,18.0,170.0,63.0,South Africa,2008,Summer,Beijing,China
Kaysar Yelyubayevich Nurmaganbetov,M,23.0,185.0,78.0,Kazakhstan,2000,Summer,Sydney,Australia
Horacio Eduardo Sicilia,M,22.0,190.0241423,88.6089172,Argentina,1996,Summer,Atlanta,United States
"Christopher Andrew ""Chris"" Hoy",M,32.0,185.0,93.0,United Kingdom,2008,Summer,Beijing,China
Cruz Armando Muniz Hurtado (Muz-),M,22.0,170.0,67.0,United States,1968,Summer,Mexico City,Mexico
Christian Perthaler,M,29.0,183.0,90.0,Austria,1998,Winter,Nagano,Japan
Jeannot Robitaille,M,39.0,175.0,75.0,Canada,1992,Summer,Barcelona,Spain
Valeriu Bularc,M,29.0,174.0,73.0,Romania,1960,Summer,Roma,Italy
Marcelo Vsquez,M,20.0,178.3325843,72.43171558,Argentina,1992,Winter,Albertville,France
Serhiy But,M,24.0,178.0,69.0,Ukraine,1994,Winter,Lillehammer,Norway
Aleksandr Vladimirovich Povetkin,M,24.0,188.0,98.0,Russian Federation,2004,Summer,Athina,Greece
Gza Hollsi,M,26.0,175.0,79.0,Hungary,1964,Summer,Tokyo,Japan
Sara Savoia,F,19.0,164.0,50.0,Italy,2004,Summer,Athina,Greece
Machiko Nakanishi,F,27.0,162.0,54.0,Japan,2004,Summer,Athina,Greece
Hanka Kupfernagel (-Wittig-),F,34.0,174.0,65.0,Germany,2008,Summer,Beijing,China
Jssica de Barros Augusto,F,30.0,162.0,44.0,Portugal,2012,Summer,London,United Kingdom
Ashley Stephen Jackson,M,20.0,170.0,73.0,United Kingdom,2008,Summer,Beijing,China
"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Stefaniya Aleksandrovna Elfutina,F,19.0,170.0,59.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
Eglis Yaima Cruz Farfn,F,36.0,159.0,63.0,Cuba,2016,Summer,Rio de Janeiro,Brazil
Emilio Gustavo Bodjedi Envela Mahua,M,20.0,176.0,77.0,Equatorial Guinea,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ma Keqin,M,26.0,185.0,80.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ioan Silviu Suciu,M,26.0,169.0,66.0,Romania,2004,Summer,Athina,Greece
Jordi Torres,M,19.0,182.0,80.0,Andorra,1984,Winter,Sarajevo,Bosnia and Herzegovina
Susan Shortt,F,38.0,168.0,52.0,Ireland,2004,Summer,Athina,Greece
Sahar Youssef,F,15.0,167.8548387,55.5203252,"Egypt, Arab Rep.",1984,Summer,Los Angeles,United States
Georgi Todorov,M,27.0,164.0,55.0,Bulgaria,1976,Summer,Montreal,Canada
Vladimir Nikolayevich Bakulin,M,29.0,156.0,52.0,Russian Federation,1968,Summer,Mexico City,Mexico
Eliseo Vidal Lpez,M,17.0,180.0,70.0,Cuba,1968,Summer,Mexico City,Mexico
Robert W. Daw,M,16.0,178.2383178,74.30150754,United Kingdom,1980,Winter,Lake Placid,United States
"Ulrich ""Ulli"" Wolf",M,23.0,193.0,94.0,Austria,1972,Summer,Munich,Germany
Doris Frema Wiredu,F,20.0,150.0,45.0,Ghana,1984,Summer,Los Angeles,United States
Jlio Csar Miranda de Oliveira,M,30.0,185.0,95.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Ding Jilian,F,20.0,166.0,60.0,China,1984,Summer,Los Angeles,United States
Frank Nigro,M,31.0,177.0,84.0,Italy,1992,Winter,Albertville,France
Rusudan Khoperia,F,31.0,164.0,52.0,Georgia,2004,Summer,Athina,Greece
Sandra Fong,F,18.0,157.0,57.0,United States,2008,Summer,Beijing,China
Vazgen Azroyan,M,29.0,184.0,75.0,Armenia,2006,Winter,Torino,Italy
Anatoly Dimov,M,24.0,178.0,59.0,Russian Federation,1980,Summer,Moskva,Russian Federation
Jeannie Longo-Ciprelli,F,49.0,164.0,48.0,France,2008,Summer,Beijing,China
Giorgi Asanidze,M,28.0,173.0,85.0,Georgia,2004,Summer,Athina,Greece
Anabelle Prawerman,F,37.0,177.0,64.0,France,2000,Summer,Sydney,Australia
Emmanuel Hostache,M,26.0,190.0,123.0,France,2002,Winter,Salt Lake City,United States
Lars Anders Jonell,M,20.0,181.0,84.0,Sweden,1994,Winter,Lillehammer,Norway
Ludwig Hemauer,M,47.0,172.0,71.0,Switzerland,1964,Summer,Tokyo,Japan
Oleksiy Slivinsky,M,23.0,176.0,80.0,Ukraine,1996,Summer,Atlanta,United States
Fabien Tilliet,M,28.0,186.0,68.0,France,2008,Summer,Beijing,China
"Jen Arhand ""Gene"" Hmori",M,31.0,183.0,77.0,United States,1964,Summer,Tokyo,Japan
Eniko Eva Kiefer,F,15.0,155.0,55.0,Canada,1976,Summer,Montreal,Canada
Charles Grantley Judge,M,24.0,185.0,73.0,New Zealand,1964,Summer,Tokyo,Japan
Dina Igaly,F,35.0,172.0,85.0,Hungary,2000,Summer,Sydney,Australia
Juliette Anne Haigh,F,29.0,176.0,69.0,New Zealand,2012,Summer,London,United Kingdom
John W. Hyden,M,23.0,196.0,96.0,United States,1996,Summer,Atlanta,United States
Frdric Fokejou Tefot,M,32.0,187.0,133.0,Cameroon,2012,Summer,London,United Kingdom
Nicu Romic erban,M,30.0,185.0,87.0,Romania,2000,Summer,Sydney,Australia
Yu Na-Mi,F,22.0,168.0,58.0,"Korea, Rep.",2000,Summer,Sydney,Australia
Reinhard Kuretzky,M,24.0,184.0,76.0,Germany,1972,Summer,Munich,Germany
Bruce Featherston,M,20.0,182.0,76.0,Australia,1972,Summer,Munich,Germany
Elena Gigli,F,19.0,192.0,82.0,Italy,2004,Summer,Athina,Greece
"Joseph ""Joe"" Barral",M,27.0,183.0,75.0,Monaco,1972,Summer,Munich,Germany
Karin Tlling,F,17.0,173.0,61.0,Germany,1972,Summer,Munich,Germany
Anhelina Anatolivna Kysla,F,25.0,158.0,49.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
"Michael Holman ""Mike"" Finneran",M,23.0,178.0,73.0,United States,1972,Summer,Munich,Germany
Marine Petit,F,15.0,156.0,42.0,France,2008,Summer,Beijing,China
Gregory Allen Steward,M,26.0,178.0,63.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Gbor Takcs,M,28.0,170.0,76.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Alberto Domnguez Lorenzo,M,26.0,178.0,70.0,Spain,2004,Summer,Athina,Greece
Chung Henry Ngolwe,M,22.0,171.0,67.0,Zambia,1984,Summer,Los Angeles,United States
Kelsey Titmarsh,F,18.0,173.0,54.0,Canada,2012,Summer,London,United Kingdom
Klaus Sulzenbacher,M,23.0,186.0,67.0,Austria,1988,Winter,Calgary,Canada
Krystyna Stanisawa Paka (-Guzik),F,26.0,165.0,59.0,Poland,2010,Winter,Vancouver,Canada
Mikls Cirjenics,M,26.0,190.0,104.0,Hungary,2016,Summer,Rio de Janeiro,Brazil
Melanie Nocher,F,24.0,179.0,67.0,Ireland,2012,Summer,London,United Kingdom
Jos Salvador Sanchis Torme,M,21.0,175.0,65.0,Spain,1984,Summer,Los Angeles,United States
Gerhard Hnicke,M,30.0,174.0,66.0,Germany,1960,Summer,Roma,Italy
Pu Yiqi,F,15.0,174.0,70.0,China,1996,Summer,Atlanta,United States
Nadine Kleinert-Schmitt,F,24.0,190.0,90.0,Germany,2000,Summer,Sydney,Australia
Kim Jin-Tae,M,24.0,186.0,79.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Melanie Louise Banville,F,17.0,158.0,52.0,Canada,2004,Summer,Athina,Greece
Rashid Sadullayevich Yunusmetov,M,29.0,180.0,100.0,Kazakhstan,2008,Summer,Beijing,China
Yumie Hayashi-Funayama,F,27.0,153.0,45.0,Japan,2006,Winter,Torino,Italy
Darren Gilford,M,21.0,178.0,73.0,Malta,2004,Summer,Athina,Greece
Brida Beccarelli,F,27.0,157.0,50.0,Switzerland,1984,Summer,Los Angeles,United States
Sanda Toma (-Nicolae),F,30.0,175.0,71.0,Romania,2000,Summer,Sydney,Australia
Emilie-Joane Heymans,F,30.0,170.0,62.0,Canada,2012,Summer,London,United Kingdom
Ethiene Cristina Gonser Franco,F,16.0,147.0,46.0,Brazil,2008,Summer,Beijing,China
"Mikael ""Micha"" Kaufman",M,30.0,170.0,68.0,Israel,1976,Summer,Montreal,Canada
Gershon Shefa,M,21.0,166.0,58.0,Israel,1964,Summer,Tokyo,Japan
Lars Bertil Conny Persson,M,32.0,178.0,90.0,Sweden,2000,Summer,Sydney,Australia
Steve Lekoelea,M,21.0,167.0,59.0,South Africa,2000,Summer,Sydney,Australia
Thomas Mikael Ohlsson,M,21.0,185.0,85.0,Sweden,1980,Summer,Moskva,Russian Federation
Chen Muhua,F,22.0,156.0,48.0,China,1996,Summer,Atlanta,United States
Zoltn Supola,M,21.0,171.0,62.0,Hungary,1992,Summer,Barcelona,Spain
"Marcos Antnio ""Marquinhos"" Abdalla Leite",M,28.0,204.0,100.0,Brazil,1980,Summer,Moskva,Russian Federation
"Theodora ""Dora"" Kyriakou",F,29.0,167.0,60.0,Cyprus,1996,Summer,Atlanta,United States
"Michael ""Mike"" Pearman",M,23.0,170.0,82.0,United Kingdom,1964,Summer,Tokyo,Japan
Chen Zhaoxia,F,29.0,170.0,60.0,China,2004,Summer,Athina,Greece
Sofiane Daid,M,25.0,183.0,78.0,Algeria,2008,Summer,Beijing,China
Fadwa Al-Bouza,F,18.0,173.0,58.0,Syrian Arab Republic,2008,Summer,Beijing,China
Oliver Walther,M,23.0,163.0,55.0,Germany,1996,Summer,Atlanta,United States
Yin Jian,F,25.0,170.0,59.0,China,2004,Summer,Athina,Greece
Diana Lurena Taurasi,F,22.0,183.0,70.0,United States,2004,Summer,Athina,Greece
Michael Audley Frater,M,21.0,170.0,67.0,Jamaica,2004,Summer,Athina,Greece
Amelita Alanes (-Saberon),F,20.0,158.0,50.0,Philippines,1972,Summer,Munich,Germany
"Edward James ""Eddie"" Hart",M,23.0,178.0,69.0,United States,1972,Summer,Munich,Germany
Joseph Stockhausen,M,31.0,177.7270642,68.21215596,Jamaica,1996,Summer,Atlanta,United States
Hannu Juhani Rantakari,M,29.0,172.0,67.0,Finland,1968,Summer,Mexico City,Mexico
Helman Palije,M,21.0,128.0,74.0,Malawi,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Frederick John ""Fred"" Smallbone",M,28.0,187.0,82.0,United Kingdom,1976,Summer,Montreal,Canada
Gudrun Wegner (-Wnsche),F,17.0,175.0,65.0,Germany,1972,Summer,Munich,Germany
Sun Ribo,F,29.0,165.0,55.0,China,2006,Winter,Torino,Italy
Paulo Francisco Joazeiro de Abreu,M,18.0,176.0,78.0,Brazil,1984,Summer,Los Angeles,United States
Andr Lange,M,36.0,188.0,100.0,Germany,2010,Winter,Vancouver,Canada
Liisa Helena Suihkonen,F,32.0,159.0,54.0,Finland,1976,Winter,Innsbruck,Austria
Stian Bjrge,M,25.0,192.0,88.0,Norway,2002,Winter,Salt Lake City,United States
Aivars nepsts,M,26.0,184.0,88.0,Russian Federation,1984,Winter,Sarajevo,Bosnia and Herzegovina
Gareth John Marriott,M,22.0,185.0,73.0,United Kingdom,1992,Summer,Barcelona,Spain
Pae Gil-Su,M,24.0,163.0,56.0,"Korea, Dem. People’s Rep.",1996,Summer,Atlanta,United States
Anna-Carin Helena Cecilia Olofsson-Zidek,F,28.0,159.0,55.0,Sweden,2002,Winter,Salt Lake City,United States
Chantal Grimard,F,16.0,165.0,56.0,Belgium,1976,Summer,Montreal,Canada
Jos Salls Salva,M,28.0,169.0,69.0,Spain,1976,Summer,Montreal,Canada
Amrik Singh Gill,M,29.0,169.0,58.0,United Kingdom,1980,Summer,Moskva,Russian Federation
